Orthogroup	Cr	Cr.expr	Cs	Cs.expr
OG0015752	MSYJ167890.1	7.12994	Cs9g04920.1	1.58926
OG0015753	MSYJ033290.1	12.8919	Cs6g14060.1	12.907
OG0015754	MSYJ097600.1	1.52417	orange1.1t02596.1	1.96277
OG0015755	MSYJ278410.1	5.21451	Cs1g25420.1	10.8928
OG0015756	MSYJ205140.1	0	Cs8g19030.1	0
OG0015757	MSYJ109480.1	2.48476	orange1.1t00292.1	1.27851
OG0015758	MSYJ281470.1	0.558415	Cs7g19340.1	0
OG0015759	MSYJ042320.1	14.5286	Cs1g15270.1	15.6959
OG0015760	MSYJ010480.1	0.204911	Cs3g11550.1	0.11342
OG0015761	MSYJ047570.1	11.3255	Cs1g20890.1	6.54909
OG0015762	MSYJ131090.1	34.0433	Cs2g09940.1	39.8833
OG0015763	MSYJ281640.1	5.59404	Cs7g19150.1	0.467989
OG0015764	MSYJ135940.1	23.1695	Cs2g17820.1	14.4922
OG0015765	MSYJ155870.1	30.6525	Cs4g15710.1	39.6174
OG0015766	MSYJ156420.1	27.1801	Cs7g06220.1	13.4193
OG0015767	MSYJ279510.1	8.52071	Cs1g26520.1	11.9392
OG0015768	MSYJ077460.1	10.4278	Cs4g14600.1	4.79574
OG0015769	MSYJ075430.1	418.965	Cs4g02520.1	478.695
OG0015770	MSYJ013660.2	30.6943	Cs1g15890.2	1.65018
OG0015771	MSYJ139880.1	0	Cs9g04320.1	0
OG0015772	MSYJ282210.1	0	Cs7g17500.1	0
OG0015773	MSYJ092710.1	36.4278	Cs5g07010.1	53.4611
OG0015774	MSYJ136480.1	0.0220064	orange1.1t03359.1	0.245002
OG0015775	MSYJ014060.1	1.35803	Cs1g15500.2	2.07795
OG0015776	MSYJ277060.1	47.8334	Cs1g24070.1	261.606
OG0015777	MSYJ129580.1	38.9721	Cs5g28500.1	55.535
OG0015778	MSYJ215040.1	55.4627	Cs5g18500.1	1.0988
OG0015780	MSYJ017380.1	29.0722	Cs6g07910.1	14.5906
OG0015781	MSYJ101600.1	4.98436	Cs6g05660.1	0.642162
OG0015782	MSYJ250070.1	18.2271	Cs3g21640.1	32.2584
OG0015783	MSYJ143440.1	20.1529	Cs8g02730.1	60.2091
OG0015784	MSYJ092470.1	72.7431	Cs5g07260.1	89.2209
OG0015785	MSYJ184630.1	0	Cs2g06450.1	0
OG0015786	MSYJ117190.1	0.521546	Cs5g22160.1	0.377971
OG0015787	MSYJ231650.1	22.629	Cs5g05170.1	28.1461
OG0015788	MSYJ039360.1	11.9706	Cs3g05370.1	19.3712
OG0015789	MSYJ135540.1	6.04564	Cs2g17390.2	2.30282
OG0015790	MSYJ026480.1	0	orange1.1t04220.1	0
OG0015791	MSYJ234540.1	0.129581	Cs5g02090.1	0
OG0015793	MSYJ209310.1	99.9031	Cs7g12790.1	35.6698
OG0015794	MSYJ170580.2	1.59428	Cs7g24850.4	1.17656
OG0015795	MSYJ182420.1	4.26017	Cs1g22650.1	0.134897
OG0015796	MSYJ164650.1	0	Cs2g15800.1	0
OG0015797	MSYJ267960.1	446.468	orange1.1t03202.1	279.199
OG0015798	MSYJ278090.1	602.901	Cs1g25120.1	463.242
OG0015799	MSYJ115740.1	26.7929	Cs7g16120.1	68.1488
OG0015800	MSYJ010860.1	5.39238	orange1.1t02831.1	8.2605
OG0015802	MSYJ088890.1	54.6291	orange1.1t02405.1	56.6132
OG0015803	MSYJ048250.1	11.1876	Cs1g20280.1	11.4347
OG0015804	MSYJ221270.1	0	orange1.1t04161.1	0
OG0015805	MSYJ030950.1	229.919	Cs6g11480.1	47.5885
OG0015806	MSYJ074160.1	19.482	Cs4g01300.1	22.3519
OG0015807	MSYJ148920.1	0	Cs8g12360.1	0.281817
OG0015808	MSYJ079590.1	70.3543	Cs6g10410.1	21.1096
OG0015809	MSYJ122580.1	0.0548207	Cs4g06320.1	0
OG0015810	MSYJ013760.1	23.8422	Cs1g15790.1	15.4007
OG0015811	MSYJ252730.1	0	Cs5g26300.1	2.98889
OG0015812	MSYJ085100.1	0.181124	Cs1g10680.1	1.96663
OG0015813	MSYJ148760.1	4.16761	Cs4g20420.1	23.6578
OG0015814	MSYJ257590.1	0	Cs3g23760.1	0.114441
OG0015815	MSYJ230980.1	0.595295	orange1.1t00773.1	0.216639
OG0015816	MSYJ148150.1	3.60177	Cs4g19780.1	8.65492
OG0015817	MSYJ036490.1	14.6386	Cs6g17500.1	12.4719
OG0015818	MSYJ129270.1	0.356735	Cs5g28230.1	0.515698
OG0015819	MSYJ186390.1	4.87319	Cs2g04610.1	1.28319
OG0015820	MSYJ166400.2	34.8192	Cs9g06580.2	28.3218
OG0015821	MSYJ203880.1	0.0897275	Cs8g20360.1	2.05958
OG0015822	MSYJ161680.1	28.477	Cs7g02700.1	22.2878
OG0015823	MSYJ056730.1	0.265387	Cs2g18970.1	0.183954
OG0015824	MSYJ071220.1	0	Cs7g07400.1	0
OG0015825	MSYJ133930.1	3.66891	Cs2g12870.1	5.5197
OG0015826	MSYJ166440.1	264.719	Cs9g06530.1	68.3104
OG0015827	MSYJ170540.1	9.36519	Cs7g24800.1	2.21169
OG0015828	MSYJ119800.2	54.6334	Cs6g21570.1	9.71843
OG0015829	MSYJ066380.1	152.014	Cs3g16150.1	62.4393
OG0015830	MSYJ005280.1	0	orange1.1t02544.1	0
OG0015831	MSYJ007940.1	0	Cs9g12470.1	0
OG0015832	MSYJ112020.1	0.203131	orange1.1t00562.1	0.159376
OG0015834	MSYJ257670.1	7.52279	Cs3g23690.1	2.43105
OG0015835	MSYJ287770.1	0.475207	Cs7g07930.1	0.0286591
OG0015836	MSYJ122270.1	10.2151	Cs4g06020.1	2.30383
OG0015837	MSYJ140950.1	0.13721	Cs9g02550.1	0.951102
OG0015838	MSYJ093470.1	107.744	Cs5g06190.1	145.461
OG0015839	MSYJ021550.1	9.7921	Cs4g13290.1	4.44953
OG0015840	MSYJ157140.1	0.160621	Cs7g05370.1	0.135125
OG0015841	MSYJ231340.1	5.0493	Cs5g05490.1	3.0925
OG0015843	MSYJ023520.1	0	Cs6g09550.1	0.230763
OG0015844	MSYJ036610.1	32.4861	Cs6g17610.1	6.6213
OG0015845	MSYJ172320.1	31.4381	Cs5g12780.1	25.3436
OG0015846	MSYJ262050.1	2.73807	Cs7g08760.1	1.15648
OG0015847	MSYJ017370.1	12.8512	Cs6g07920.1	1.30183
OG0015848	MSYJ209560.1	1.26911	Cs7g13050.1	0
OG0015849	MSYJ156560.1	0.0222449	Cs7g06040.1	0
OG0015850	MSYJ144930.1	6.07011	Cs7g30110.1	0.775551
OG0015851	MSYJ227740.1	48.8559	Cs8g10020.1	36.4118
OG0015852	MSYJ019490.1	1.24941	Cs8g16180.1	0.424156
OG0015853	MSYJ067130.1	23.869	Cs3g15340.1	74.0701
OG0015855	MSYJ105980.1	3.53318	Cs5g08860.1	2.75344
OG0015856	MSYJ013820.1	23.0737	Cs1g15730.1	131.807
OG0015857	MSYJ158000.1	29.9231	Cs7g20310.1	108.999
OG0015858	MSYJ261540.1	0.27876	Cs7g08270.1	4.66981
OG0015859	MSYJ174410.1	20.4417	Cs8g07230.1	26.9082
OG0015860	MSYJ250370.1	0.976939	Cs3g21940.1	0.0418908
OG0015861	MSYJ223310.1	0	Cs2g17530.2	0
OG0015862	MSYJ190530.1	2.58449	Cs4g03420.1	5.06506
OG0015863	MSYJ181220.1	29.3439	Cs3g02590.1	25.5768
OG0015864	MSYJ243060.5	2.61321	Cs7g14860.2	6.19974
OG0015865	MSYJ193590.1	0.284199	Cs2g29940.1	0.143094
OG0015866	MSYJ139760.1	8.72003	Cs9g04430.1	20.7801
OG0015867	MSYJ268730.1	0.503663	orange1.1t03119.1	0.2754
OG0015868	MSYJ038270.1	3.68698	Cs6g19300.1	1.2808
OG0015869	MSYJ264330.1	1.57234	Cs7g11020.1	34.8237
OG0015871	MSYJ097390.1	0.514806	orange1.1t02619.1	0.0423869
OG0015872	MSYJ218220.1	0.0981903	Cs5g31810.1	0
OG0015873	MSYJ094960.1	166.438	Cs8g14580.1	225.84
OG0015874	MSYJ113490.1	15.8044	orange1.1t01693.1	27.7806
OG0015875	MSYJ155200.1	0.935574	Cs7g13860.1	0.0895961
OG0015876	MSYJ206500.1	0.0276737	Cs8g17740.1	0
OG0015877	MSYJ249690.1	3.46613	Cs3g21210.1	7.15053
OG0015878	MSYJ277360.1	32.4248	Cs1g24350.1	12.1798
OG0015879	MSYJ110970.1	13.3658	orange1.1t00451.1	0.797716
OG0015880	MSYJ059210.1	98.264	Cs2g27980.1	202.337
OG0015881	MSYJ234530.1	0.643454	Cs5g02100.1	0.062011
OG0015882	MSYJ034430.1	8.55655	Cs6g15420.1	11.9727
OG0015883	MSYJ191260.1	0.115325	Cs2g28920.1	0.175552
OG0015884	MSYJ093130.1	69.18	Cs5g06580.1	82.036
OG0015885	MSYJ243100.1	15.1542	Cs7g14820.1	14.6524
OG0015886	MSYJ155830.1	0	Cs4g15670.1	1.67102
OG0015887	MSYJ262110.1	5.04612	Cs7g08820.1	3.7744
OG0015888	MSYJ258050.1	0	Cs3g23330.1	0.109164
OG0015889	MSYJ255910.1	263.688	Cs3g25530.1	440.51
OG0015890	MSYJ098320.1	0.398716	Cs1g02340.1	0.0499
OG0015891	MSYJ227280.1	0	orange1.1t05698.1	0
OG0015893	MSYJ135310.1	0	Cs2g17110.1	0
OG0015894	MSYJ108710.1	0.781209	orange1.1t00215.1	0.300442
OG0015895	MSYJ207170.1	40.5468	Cs9g14180.1	11.9761
OG0015896	MSYJ105900.1	38.6389	Cs5g08790.1	9.62767
OG0015897	MSYJ203360.1	3.48097	Cs8g20830.1	1.09663
OG0015898	MSYJ174990.1	0.181549	Cs8g06660.1	0
OG0015899	MSYJ035250.1	0	Cs6g16240.1	0
OG0015900	MSYJ018870.1	0	Cs8g15540.1	0.204208
OG0015901	MSYJ187850.1	0.675523	Cs2g03060.1	1.11811
OG0015902	MSYJ131550.1	10.622	Cs2g10340.1	13.0991
OG0015903	MSYJ123210.1	0.461954	Cs4g06950.1	0.413634
OG0015904	MSYJ185790.1	0.0232257	Cs2g05180.1	0.0283268
OG0015905	MSYJ174640.2	0.222908	Cs2g16410.3	72.7899
OG0015906	MSYJ265320.1	0.529104	orange1.1t00876.1	0.0756903
OG0015907	MSYJ043270.1	0.375222	Cs2g23560.5	6.52039
OG0015908	MSYJ013920.1	0	Cs1g15630.1	0
OG0015909	MSYJ121290.1	27.8861	Cs4g04980.1	32.1207
OG0015910	MSYJ064560.1	3.99227	Cs3g18120.1	0
OG0015911	MSYJ202600.1	0	Cs5g21840.1	0
OG0015912	MSYJ245760.1	38.0406	Cs8g05010.1	70.1048
OG0015913	MSYJ107150.1	0.0771286	Cs5g10000.1	0
OG0015915	MSYJ090060.1	46.5788	Cs7g16760.1	9.05786
OG0015916	MSYJ100750.1	0	Cs6g06880.1	0
OG0015918	MSYJ185520.1	0.615879	Cs2g05450.1	1.06414
OG0015919	MSYJ109260.1	35.2947	orange1.1t00267.1	15.0136
OG0015920	MSYJ082550.1	0	Cs1g05720.1	0
OG0015921	MSYJ086790.1	0	Cs4g09030.1	0
OG0015922	MSYJ020950.1	6.45175	Cs7g27730.1	3.53989
OG0015923	MSYJ111960.2	0	orange1.1t00558.1	35.8842
OG0015924	MSYJ137640.1	9.50259	Cs6g04800.1	24.0773
OG0015925	MSYJ197350.1	0	orange1.1t04596.1	0
OG0015926	MSYJ096840.1	0	orange1.1t02989.1	0
OG0015927	MSYJ262250.1	14.1235	Cs7g08980.1	5.65778
OG0015928	MSYJ166630.1	0.141586	Cs9g06360.1	0.880349
OG0015929	MSYJ241840.1	0.490948	orange1.1t02725.1	1.3987
OG0015930	MSYJ011640.1	13.6039	Cs1g18210.1	13.6385
OG0015931	MSYJ248210.1	0.180304	Cs4g12590.1	0
OG0015932	MSYJ112760.1	9.60433	orange1.1t01775.1	12.0198
OG0015933	MSYJ144530.1	1.51377	Cs4g10670.1	0.208037
OG0015934	MSYJ220090.1	5.044	Cs5g29820.1	0
OG0015935	MSYJ093500.1	20.8587	Cs5g06160.1	11.9618
OG0015937	MSYJ137280.1	0.113422	Cs1g04020.1	0.192401
OG0015938	MSYJ208940.1	0.069105	Cs7g12420.1	0.122652
OG0015939	MSYJ123460.1	30.6243	Cs4g07220.1	30.5902
OG0015940	MSYJ107580.2	13.8584	Cs1g02880.2	3.64145
OG0015941	MSYJ063640.1	0.269514	Cs3g19050.1	0.305674
OG0015942	MSYJ075520.1	0.0538791	Cs4g02600.1	0.0701077
OG0015943	MSYJ234790.1	12.8472	Cs5g01830.1	8.44748
OG0015944	MSYJ128080.1	6.60826	Cs1g12360.1	1.50504
OG0015945	MSYJ062580.1	0	Cs5g14250.1	0
OG0015946	MSYJ232420.1	0.0336952	Cs5g04280.1	0.25278
OG0015948	MSYJ046450.1	8.94148	Cs1g22000.1	1.03548
OG0015949	MSYJ219780.1	0.017741	Cs5g30130.1	0.187823
OG0015950	MSYJ204120.1	4.6437	Cs8g20120.1	14.6343
OG0015951	MSYJ219350.3	5.50955	Cs5g30570.4	1.82889
OG0015952	MSYJ187760.1	97.3575	Cs2g03140.1	18.2732
OG0015953	MSYJ118730.1	2.17837	Cs9g19240.1	2.75214
OG0015954	MSYJ254750.1	269.367	Cs3g26730.1	225.603
OG0015955	MSYJ014910.1	0	Cs3g06580.1	0
OG0015957	MSYJ093680.1	0.126423	Cs5g05980.1	0
OG0015958	MSYJ223800.1	5.12152	Cs7g28830.1	0.749562
OG0015959	MSYJ007750.3	4.9186	orange1.1t03398.3	0.973639
OG0015960	MSYJ097100.1	0	orange1.1t05796.1	0
OG0015961	MSYJ051330.1	630.913	Cs7g30330.1	836.885
OG0015962	MSYJ214160.1	0	Cs8g11300.1	0
OG0015963	MSYJ043420.1	49.6855	Cs2g23880.1	9.91112
OG0015964	MSYJ148800.1	126.204	Cs4g20460.1	121.674
OG0015965	MSYJ070160.1	0.152946	Cs8g08620.1	0.0827665
OG0015966	MSYJ238790.1	0	Cs9g08410.1	0
OG0015967	MSYJ106460.1	211.696	Cs5g09320.1	282.376
OG0015968	MSYJ175650.1	18.4235	Cs5g10510.1	16.0753
OG0015970	MSYJ097780.1	165.059	Cs7g22130.1	154.799
OG0015971	MSYJ036370.1	1.74984	Cs6g17370.1	8.27343
OG0015972	MSYJ141280.1	5.07047	Cs9g02240.1	6.1907
OG0015973	MSYJ205330.1	12.5813	Cs8g18850.1	24.3837
OG0015974	MSYJ160710.1	29.3938	Cs7g03650.1	26.9777
OG0015975	MSYJ012650.1	0	Cs1g17230.1	0
OG0015976	MSYJ062940.1	0	Cs4g10150.1	0
OG0015977	MSYJ232720.1	17.2774	Cs5g03980.1	6.52212
OG0015978	MSYJ018510.1	1.65868	Cs7g18010.2	7.382
OG0015979	MSYJ158200.1	1962.77	Cs3g18360.1	602.194
OG0015980	MSYJ278730.1	43.2984	Cs1g25740.1	39.1325
OG0015981	MSYJ137310.1	0	Cs1g04050.1	0.302989
OG0015983	MSYJ262320.1	2499.97	Cs7g09050.1	165.089
OG0015984	MSYJ154080.1	0.106764	orange1.1t02471.1	0.192437
OG0015985	MSYJ175090.1	5.42058	Cs7g18650.1	0.412168
OG0015986	MSYJ024300.1	2.12942	orange1.1t01071.1	0.333652
OG0015987	MSYJ185350.1	17.9437	Cs2g05610.1	31.1003
OG0015988	MSYJ226500.1	0	orange1.1t03503.1	0
OG0015989	MSYJ018890.1	0	Cs8g15580.1	0
OG0015990	MSYJ046400.1	333.941	Cs1g22050.1	165.523
OG0015991	MSYJ185750.1	6.58432	Cs2g05220.1	0.672946
OG0015992	MSYJ112000.1	62.5426	orange1.1t00560.1	34.3528
OG0015993	MSYJ098270.1	12.32	Cs6g04390.1	2.85381
OG0015994	MSYJ120810.1	0.107813	Cs4g04370.1	0.184133
OG0015995	MSYJ008590.1	0	Cs5g25750.1	0.401375
OG0015996	MSYJ089090.1	229.957	orange1.1t00956.1	158.421
OG0015997	MSYJ155820.1	10.8476	Cs4g15660.1	11.5635
OG0015998	MSYJ256860.1	52.925	Cs3g24540.1	27.1074
OG0015999	MSYJ218760.1	15.746	Cs5g31180.1	19.5821
OG0016000	MSYJ277970.1	49.7807	Cs1g24990.1	48.5915
OG0016001	MSYJ024490.1	29.9243	orange1.1t01092.1	28.8339
OG0016002	MSYJ244450.1	33.5415	Cs8g03650.1	26.0357
OG0016003	MSYJ245230.2	14.112	Cs8g04460.3	0.851255
OG0016004	MSYJ123320.1	0.979914	Cs4g07080.1	0.1084
OG0016005	MSYJ236030.1	19.4046	Cs1g01510.1	31.8253
OG0016006	MSYJ031770.2	5.94504	orange1.1t02220.2	2.08054
OG0016007	MSYJ017300.1	0	Cs6g08030.1	0
OG0016008	MSYJ101780.2	0	Cs6g05450.2	0.831397
OG0016010	MSYJ199000.1	9.66218	orange1.1t02317.1	4.61004
OG0016012	MSYJ254670.1	55.4112	Cs3g26810.1	29.9811
OG0016014	MSYJ245010.1	0	Cs8g04230.1	0
OG0016015	MSYJ134060.1	5.39601	Cs2g12980.1	5.93784
OG0016016	MSYJ049990.1	0	Cs7g31730.1	0
OG0016018	MSYJ072050.1	20.0223	Cs7g06450.1	12.4082
OG0016019	MSYJ136400.1	38.6066	Cs1g02520.1	42.5346
OG0016020	MSYJ280880.1	41.672	Cs7g19890.1	26.9167
OG0016021	MSYJ016880.1	8.7792	Cs6g08550.1	2.53709
OG0016022	MSYJ036040.5	29.7759	Cs6g17060.1	8.23385
OG0016023	MSYJ069730.1	0	Cs6g20840.1	0.0496531
OG0016024	MSYJ136280.1	0.412898	Cs5g33870.1	0
OG0016025	MSYJ108600.1	0.983702	orange1.1t00203.1	1.35901
OG0016026	MSYJ161940.1	20.0006	Cs7g02440.1	8.18151
OG0016027	MSYJ124860.1	0	orange1.1t02880.1	0
OG0016029	MSYJ107720.1	0.39163	Cs1g03020.1	0.527625
OG0016030	MSYJ137300.1	2.88227	Cs1g04040.1	0
OG0016031	MSYJ063380.1	33.3852	Cs3g19330.1	52.2447
OG0016032	MSYJ139820.1	35.8675	Cs9g04380.1	24.6635
OG0016034	MSYJ195690.1	1.28397	Cs4g17570.1	4.02128
OG0016035	MSYJ107120.1	0.334863	Cs5g09970.1	14.6862
OG0016036	MSYJ254410.1	30.3807	Cs3g27040.1	131.236
OG0016037	MSYJ224630.1	0	Cs5g14410.1	0
OG0016038	MSYJ099690.1	0	Cs3g04760.1	0
OG0016039	MSYJ262300.1	3.26613	Cs7g09030.1	0.347183
OG0016040	MSYJ284830.1	3.25621	Cs1g08210.1	44.9954
OG0016041	MSYJ166390.1	2.87517	Cs9g06590.1	0.0313843
OG0016042	MSYJ138790.1	56.1648	Cs1g13590.1	6.48545
OG0016043	MSYJ191110.1	219.198	Cs2g28760.1	198.052
OG0016044	MSYJ246990.1	13.6671	Cs5g34250.1	8.97292
OG0016045	MSYJ287390.1	25.3178	Cs4g15120.1	12.5472
OG0016046	MSYJ229170.1	0.912029	Cs8g07380.1	0.613475
OG0016047	MSYJ156990.1	29.8258	Cs7g05590.1	34.8
OG0016048	MSYJ106580.1	5.16936	Cs5g09450.1	1.03029
OG0016049	MSYJ045980.1	29.916	Cs2g09510.1	23.0614
OG0016050	MSYJ066900.1	15.1027	Cs3g15560.1	42.3058
OG0016051	MSYJ145740.1	40.7677	Cs7g29200.1	13.6902
OG0016052	MSYJ255950.1	4.97503	Cs3g25470.1	3.26064
OG0016053	MSYJ036600.1	8.60997	Cs6g17600.1	14.0964
OG0016054	MSYJ191760.3	2.20554	Cs2g29430.4	0.180339
OG0016055	MSYJ028020.1	0.628753	Cs2g20920.1	0.617799
OG0016056	MSYJ233130.2	2.50216	Cs5g03570.1	9.50601
OG0016057	MSYJ047000.1	2.03108	Cs1g21470.2	24.8091
OG0016058	MSYJ052940.1	55.7419	orange1.1t03813.1	2.09374
OG0016059	MSYJ218250.1	71.5595	Cs5g31770.1	80.1997
OG0016060	MSYJ140840.1	2.25024	Cs9g02640.1	6.93087
OG0016062	MSYJ007000.1	0	Cs5g13110.1	0
OG0016063	MSYJ203420.1	0.958842	Cs8g20770.1	0
OG0016064	MSYJ067380.1	2.69723	Cs3g15110.1	1.02314
OG0016065	MSYJ076090.1	0	Cs6g08980.1	0
OG0016066	MSYJ165770.1	15.6438	Cs9g07210.1	1.41443
OG0016068	MSYJ222350.1	0	Cs3g12430.1	0
OG0016069	MSYJ171630.1	0.0917539	Cs3g11990.1	0
OG0016070	MSYJ176430.1	0.710654	Cs5g11350.1	0.370901
OG0016071	MSYJ186180.1	9.078	Cs2g04800.1	8.67603
OG0016072	MSYJ239850.1	2.59967	Cs9g10360.1	2.84982
OG0016073	MSYJ136710.1	98.22	orange1.1t03335.1	35.9981
OG0016074	MSYJ086020.1	8.79757	Cs4g09900.1	0.684251
OG0016075	MSYJ129630.1	26.9204	Cs5g28563.1	17.3144
OG0016076	MSYJ081870.1	0	Cs1g05020.1	0
OG0016078	MSYJ248160.1	0	Cs4g12540.1	0
OG0016080	MSYJ187020.2	69.4505	Cs2g03910.3	24.9293
OG0016081	MSYJ042290.1	0.040312	Cs1g15220.1	0.0450134
OG0016082	MSYJ264150.1	0.0863914	Cs7g10840.1	0.0305741
OG0016084	MSYJ118640.1	0.267839	Cs9g19140.1	0.0470584
OG0016085	MSYJ114900.1	3.06859	Cs7g15270.1	1.16997
OG0016086	MSYJ071530.1	0	Cs7g07090.1	0
OG0016087	MSYJ252270.1	0	Cs5g26810.1	0
OG0016088	MSYJ059280.1	0.948658	Cs2g27910.1	1.85369
OG0016089	MSYJ016920.1	3.47626	Cs6g08490.1	2.93098
OG0016090	MSYJ015900.1	0	orange1.1t01456.1	0
OG0016091	MSYJ131320.1	0	Cs2g10150.1	0
OG0016092	MSYJ186870.1	0.946174	Cs2g04070.1	0.752875
OG0016093	MSYJ270280.1	156.933	Cs5g01120.1	106.473
OG0016094	MSYJ177650.1	0	Cs7g26010.1	0
OG0016096	MSYJ017760.1	10.0349	Cs6g07510.1	5.62431
OG0016097	MSYJ231600.1	1.12344	Cs5g05230.1	0.204743
OG0016099	MSYJ034880.1	82.1821	Cs6g15880.1	69.6227
OG0016100	MSYJ160800.1	19.4603	Cs7g03550.1	16.7603
OG0016101	MSYJ265640.1	42.7059	orange1.1t03175.1	56.6229
OG0016102	MSYJ244110.1	21.4483	Cs3g10180.1	44.396
OG0016103	MSYJ031890.1	12.8389	orange1.1t02207.1	19.2365
OG0016104	MSYJ190920.1	125.165	Cs4g02910.1	87.728
OG0016105	MSYJ216710.1	10.3208	Cs2g08420.1	21.0276
OG0016106	MSYJ138750.1	43.3573	Cs1g13520.1	34.0745
OG0016107	MSYJ283760.1	16.5764	Cs1g07000.1	27.2131
OG0016108	MSYJ209620.1	24.5715	Cs7g13110.1	35.1805
OG0016109	MSYJ079020.1	3.02264	Cs4g15340.1	2.88065
OG0016110	MSYJ118800.1	16.9064	Cs9g19320.1	12.0225
OG0016111	MSYJ010030.1	9.6825	Cs3g12040.1	2.39659
OG0016113	MSYJ138290.1	0	Cs1g13100.1	0
OG0016114	MSYJ214960.3	5.61907	Cs5g18600.2	0.919414
OG0016117	MSYJ063880.1	0.0688643	Cs3g18800.1	2.58124
OG0016118	MSYJ258010.1	80.6432	Cs3g23360.1	3.3029
OG0016119	MSYJ167140.1	0.0196275	Cs9g05720.1	0.0358905
OG0016120	MSYJ087330.4	0	Cs4g08360.3	0
OG0016121	MSYJ031850.1	21.8224	orange1.1t02212.1	21.2666
OG0016122	MSYJ042040.1	0	Cs1g14960.1	0
OG0016123	MSYJ186600.1	41.9099	Cs2g04390.1	39.1724
OG0016124	MSYJ223210.1	0.0381317	orange1.1t04171.1	0
OG0016125	MSYJ189080.2	30.6401	Cs2g01710.2	2.03564
OG0016126	MSYJ160650.1	140.815	Cs7g03720.1	43.8506
OG0016127	MSYJ029870.1	15.2269	Cs1g18850.1	11.2064
OG0016128	MSYJ038510.1	0.546167	Cs6g19550.1	0.432534
OG0016129	MSYJ042470.1	30.5927	Cs7g28170.1	12.8149
OG0016130	MSYJ182050.1	1.25846	Cs8g10690.1	8.4882
OG0016131	MSYJ050690.1	11.5528	Cs7g31030.1	9.38186
OG0016132	MSYJ083570.1	0.0323056	Cs2g22060.1	0
OG0016133	MSYJ220310.1	34.3686	Cs5g29580.1	53.5747
OG0016134	MSYJ073940.1	0	Cs4g01050.1	0.507041
OG0016135	MSYJ007090.1	0	Cs5g13040.1	0
OG0016136	MSYJ032710.1	39.3008	Cs6g13520.1	109.748
OG0016137	MSYJ248980.1	11.6623	orange1.1t03233.1	24.256
OG0016138	MSYJ132500.1	7.35355	Cs2g11410.1	0.897742
OG0016139	MSYJ012350.1	15.9168	Cs1g17520.1	32.4841
OG0016140	MSYJ277230.1	77.868	Cs1g24225.1	132.411
OG0016141	MSYJ186150.4	7.57627	Cs2g04830.2	2.51548
OG0016142	MSYJ267060.1	21.7025	orange1.1t02074.1	5.29313
OG0016143	MSYJ060740.1	0.955173	orange1.1t02668.1	1.40054
OG0016144	MSYJ119240.1	22.2943	Cs6g22190.1	13.5872
OG0016145	MSYJ086440.7	0.938164	Cs4g09410.4	4.31953
OG0016146	MSYJ156180.1	60.4396	Cs4g16050.1	235.175
OG0016147	MSYJ081040.1	0	Cs6g03445.1	2.19744
OG0016148	MSYJ253820.1	21.9988	Cs3g27620.1	8.59575
OG0016149	MSYJ225180.1	0	orange1.1t03688.1	0
OG0016150	MSYJ285360.2	12.1019	Cs5g17170.2	34.6476
OG0016151	MSYJ160230.1	1.93842	Cs7g04180.1	0.637896
OG0016152	MSYJ144600.1	11.2177	Cs4g10770.1	6.82011
OG0016153	MSYJ234190.1	10.2467	Cs5g02450.1	7.36033
OG0016154	MSYJ036680.1	0.108613	Cs6g17690.1	0.105659
OG0016155	MSYJ185800.1	0.385202	Cs2g05170.1	1.16065
OG0016156	MSYJ256740.1	0.070696	Cs3g24660.1	0
OG0016157	MSYJ052830.1	17.6391	orange1.1t03823.1	15.4568
OG0016158	MSYJ245810.1	181.829	Cs8g05060.1	98.9596
OG0016159	MSYJ187370.1	0.170681	Cs2g03570.1	0.0591834
OG0016160	MSYJ279600.1	4.2141	Cs1g26620.1	1.70424
OG0016161	MSYJ262240.1	55.0756	Cs7g08970.1	24.7235
OG0016162	MSYJ241240.1	0	Cs8g13230.1	0
OG0016163	MSYJ119590.2	7.86076	Cs6g21820.2	2.18912
OG0016164	MSYJ131160.1	0	Cs2g10020.1	0
OG0016165	MSYJ219830.1	5.04261	Cs5g30090.2	29.592
OG0016167	MSYJ121550.1	17.1789	Cs4g05270.1	10.9523
OG0016168	MSYJ276460.1	12.2726	Cs1g23510.1	0
OG0016169	MSYJ012890.1	4.5747	Cs1g16850.1	1.55139
OG0016170	MSYJ060000.1	0	Cs2g27120.1	0
OG0016171	MSYJ224500.1	4.92786	Cs5g15120.1	5.94179
OG0016172	MSYJ183460.1	13.1685	Cs2g07660.1	1.81742
OG0016173	MSYJ275920.1	1.70243	Cs1g22820.1	0
OG0016174	MSYJ038570.1	0.356033	Cs6g19610.1	0.0824796
OG0016175	MSYJ160250.1	0.661451	Cs7g04160.1	0.564184
OG0016176	MSYJ078270.1	0	Cs3g19270.1	0.981953
OG0016177	MSYJ220200.1	1.12708	Cs5g29680.1	0
OG0016178	MSYJ002400.1	240.98	orange1.1t01329.1	204.243
OG0016179	MSYJ165830.1	20.9864	Cs9g07150.1	18.8165
OG0016180	MSYJ197840.1	27.5764	Cs3g02980.1	239.937
OG0016181	MSYJ069960.3	11.044	Cs8g08430.2	18.946
OG0016182	MSYJ083330.1	4.32527	Cs2g22260.1	0.929407
OG0016183	MSYJ257180.1	5.71786	Cs3g24210.1	3.4528
