	Orthogroup	Cr	Cr.expr	Crdist	Cs	Cs.expr	Csdist
1353	OG0009493	MSYJ027010.1	0.471458	3533553	Cs2g21930.1	2.55189	-2703
1354	OG0009494	MSYJ187300.1	76.0391	0	Cs2g03620.1	79.3318	15034751
1355	OG0009495	MSYJ212680.2	16.1142	216819	Cs3g13110.2	81.0384	2016
1356	OG0009496	MSYJ081560.1	0.0	1932723	Cs1g04670.1	0.0	24566656
1357	OG0009497	MSYJ235340.1	0.541072	0	Cs2g14430.1	0.8627950000000001	0
1358	OG0009498	MSYJ242240.1	0.0	751300	Cs5g15640.1	0.07607910000000001	0
1359	OG0009499	MSYJ147430.1	16.2372	1177948	Cs4g19060.1	8.70773	0
1360	OG0009500	MSYJ062900.1	0.0	2678805	Cs4g10190.1	0.0	13028910
1361	OG0009502	MSYJ027810.1	133.29399999999998	2690510	Cs2g21180.1	169.956	-706
1362	OG0009503	MSYJ108640.1	17.4959	805	orange1.1t00206.2	18.704	37787676
1363	OG0009504	MSYJ030580.1	43.1328	2157720	Cs6g11020.1	170.257	0
1364	OG0009505	MSYJ002320.1	173.824	352092	orange1.1t01334.2	207.856	701
1365	OG0009506	MSYJ183260.1	25.088	330	Cs2g07910.1	11.5044	26034581
1366	OG0009507	MSYJ100000.1	7.441910000000001	-9	Cs1g08930.1	3.29857	18788707
1367	OG0009508	MSYJ233640.1	20.0747	0	Cs5g02980.1	39.5663	13150078
1368	OG0009509	MSYJ143550.1	50.56100000000001	618	Cs8g02830.1	41.3011	10692049
1369	OG0009511	MSYJ263480.1	1.26741	4868	Cs7g10210.1	0.43906300000000004	25643507
1370	OG0009512	MSYJ156830.1	0.766015	-777	Cs7g05750.1	0.5331640000000001	28153209
1371	OG0009513	MSYJ201480.1	18.3318	633965	Cs2g22360.1	11.7443	0
1372	OG0009514	MSYJ116720.1	586.492	179	orange1.1t02565.1	1229.65	-189
1373	OG0009515	MSYJ007450.1	0.0	0	orange1.1t00724.1	0.0	77894117
1374	OG0009517	MSYJ179510.1	0.7004520000000001	0	Cs9g14720.1	0.622919	0
1375	OG0009519	MSYJ070770.1	30.1589	1751	Cs9g03510.1	34.3078	15767846
1376	OG0009521	MSYJ079230.1	28.1179	795054	Cs4g15560.1	3.00572	0
1377	OG0009523	MSYJ162050.1	0.0	2945	Cs7g02260.1	0.0	31406360
1378	OG0009524	MSYJ174910.1	16.3517	-104	Cs8g06530.1	21.2556	18365704
1379	OG0009525	MSYJ103060.1	49.8836	338110	Cs8g01070.1	30.5443	22618770
1380	OG0009526	MSYJ262980.1	2.28333	-507	Cs7g09720.1	7.04045	25974350
1381	OG0009527	MSYJ147360.1	55.3522	1234929	Cs4g18970.1	13.790999999999999	149
1382	OG0009529	MSYJ143120.1	6.94245	119	Cs8g02390.1	4.72657	21779476
1383	OG0009530	MSYJ187720.1	2.08075	-276	Cs2g03180.1	1.4147399999999999	12586451
1384	OG0009532	MSYJ160900.1	0.0	0	Cs7g03470.1	0.0	13645624
1385	OG0009533	MSYJ170410.1	0.0	534498	Cs7g24670.1	0.0	0
1386	OG0009535	MSYJ070490.1	300.001	2928	Cs9g03190.1	174.262	13836330
1387	OG0009537	MSYJ172820.1	24.6796	592092	Cs5g23110.1	17.553	0
1388	OG0009540	MSYJ046780.1	13.558	3542094	Cs1g21660.1	11.6405	0
1389	OG0009541	MSYJ238350.1	0.0	86358	orange1.1t03983.1	0.0	0
1390	OG0009543	MSYJ217840.1	4520.51	1511563	Cs5g32270.1	2668.71	0
1391	OG0009544	MSYJ154170.1	0.303211	929287	orange1.1t00815.1	0.38909099999999996	-365
1392	OG0009545	MSYJ273800.1	0.0	0	Cs3g06630.1	0.0	19473711
1393	OG0009546	MSYJ131970.1	9.470360000000001	3737106	Cs2g10800.1	7.2335199999999995	22664533
1394	OG0009547	MSYJ176300.1	2.90472	3566947	orange1.1t04717.1	4.6437	369
1395	OG0009548	MSYJ036660.1	0.523519	4243	Cs6g17670.1	0.0	4247
1396	OG0009549	MSYJ062320.1	42.3966	366516	Cs3g03430.1	41.9618	25040927
1397	OG0009550	MSYJ084600.1	0.6742859999999999	3393	Cs5g27990.1	0.284298	557
1398	OG0009551	MSYJ176220.1	53.4657	3633823	orange1.1t04709.1	19.3767	-1979
1399	OG0009552	MSYJ085390.1	10.6306	1699009	Cs3g20170.1	17.9197	3652
1400	OG0009554	MSYJ191800.1	20.1813	0	Cs2g29470.1	49.7362	0
1401	OG0009556	MSYJ071080.1	0.0	0	Cs7g07570.1	0.0	27589591
1402	OG0009557	MSYJ095260.1	0.053775699999999996	0	Cs8g15130.1	0.0	50
1403	OG0009558	MSYJ148600.1	13.3946	6406	Cs4g20250.1	8.85058	6915
1404	OG0009559	MSYJ138340.1	13.0247	2373373	Cs1g13130.1	0.669623	-1078
1405	OG0009560	MSYJ145320.1	79.0999	399189	Cs7g29670.1	101.95200000000001	0
1406	OG0009561	MSYJ196320.1	0.303897	1051	Cs4g18250.1	0.15600799999999998	936
1407	OG0009562	MSYJ129190.1	9.45853	533923	Cs8g07010.1	15.3202	17778941
1408	OG0009563	MSYJ258380.1	69.1805	-758	Cs3g23020.1	81.3075	-1123
1409	OG0009564	MSYJ066270.1	36.9287	211	Cs3g16270.1	22.796	-343
1410	OG0009565	MSYJ073490.1	0.70714	674221	Cs5g16450.1	0.41639	0
1411	OG0009566	MSYJ018780.1	81.4127	40	Cs8g15460.1	0.0	191
1412	OG0009567	MSYJ236270.1	1.40885	587165	Cs1g01260.1	1.7409299999999999	28416962
1413	OG0009568	MSYJ139150.1	15.8608	0	Cs1g14020.1	18.3912	0
1414	OG0009570	MSYJ177550.1	0.0	-1178	Cs7g25900.1	0.218282	-527
1415	OG0009571	MSYJ053860.1	607.854	1366334	orange1.1t01197.3	751.775	34
1416	OG0009572	MSYJ106150.1	31.4699	5281918	Cs5g09030.1	8.61478	30120664
1417	OG0009573	MSYJ002250.1	0.676129	515677	Cs1g10540.1	0.0374776	0
1418	OG0009574	MSYJ257450.1	35.925	1607	Cs3g23920.1	49.9302	848
1419	OG0009575	MSYJ024450.1	24.3577	970679	orange1.1t01089.1	75.1754	0
1420	OG0009577	MSYJ278480.1	0.0	-1939	Cs1g25490.1	0.0	-1943
1421	OG0009578	MSYJ074330.1	72.885	960691	Cs4g01450.1	14.839	19561858
1422	OG0009579	MSYJ252110.1	5.318919999999999	381	Cs5g26940.1	1.60774	-377
1423	OG0009581	MSYJ032030.1	0.0	76	orange1.1t02193.1	12.5665	0
1424	OG0009582	MSYJ134070.1	94.0919	0	Cs2g12990.2	246.24200000000002	21015802
1425	OG0009583	MSYJ059640.1	10.8723	1979756	Cs2g27470.1	6.558560000000001	0
1426	OG0009584	MSYJ210650.1	132.981	-9	Cs9g16810.1	73.6547	0
1427	OG0009586	MSYJ281980.1	0.028222700000000003	0	Cs7g18580.1	0.20958800000000002	0
1428	OG0009587	MSYJ105120.1	291.765	0	Cs1g09310.1	15.147	0
1429	OG0009588	MSYJ177370.1	0.0	219	Cs5g12340.1	0.0	26810946
1430	OG0009589	MSYJ018960.1	22.8006	373	Cs8g15670.1	6.9572	388
1431	OG0009590	MSYJ052680.1	41.4406	461012	Cs4g16350.1	108.215	-356
1432	OG0009593	MSYJ246240.1	0.625147	80	Cs8g05520.1	2.26953	19576717
1433	OG0009596	MSYJ017680.1	50.1591	-710	Cs6g07620.1	11.4726	11736062
1434	OG0009598	MSYJ196120.1	5.5945599999999995	-62	Cs4g18050.1	0.178178	-82
1435	OG0009599	MSYJ245440.1	11.4983	1209562	Cs8g04660.1	5.63364	20173792
1436	OG0009600	MSYJ023310.1	8.04069	539	Cs6g09800.1	1.5155299999999998	-611
1437	OG0009602	MSYJ066020.1	0.742412	344	Cs3g16550.1	6.86578	520
1438	OG0009603	MSYJ036200.1	2.22136	-467	Cs6g17210.1	0.24192800000000003	-593
1439	OG0009605	MSYJ251750.1	72.1862	-153	Cs5g27350.1	6.68651	494
1440	OG0009607	MSYJ216620.1	0.0	0	Cs9g14830.1	0.0	0
1441	OG0009608	MSYJ196660.1	12.1478	934964	Cs8g13600.1	6.26236	0
1442	OG0009609	MSYJ120260.1	11.0709	430022	Cs6g21080.1	19.6102	-720
1443	OG0009610	MSYJ099680.1	56.3907	185	Cs1g08510.1	26.5431	19621824
1444	OG0009612	MSYJ248950.1	0.0	0	orange1.1t03236.1	0.0	0
1445	OG0009613	MSYJ287320.1	0.0	352282	Cs4g15030.1	0.0	-13
1446	OG0009615	MSYJ239380.1	155.225	976881	Cs9g08960.1	121.009	12301742
1447	OG0009616	MSYJ058920.1	1.3861299999999999	2621688	Cs2g28330.1	0.7346520000000001	-149
1448	OG0009618	MSYJ029340.1	0.637246	0	Cs4g16860.1	0.23955500000000002	0
1449	OG0009620	MSYJ234230.1	27.4813	-233	Cs5g02410.1	30.3868	9579550
1450	OG0009621	MSYJ161390.1	134.111	3447	Cs7g03010.1	44.7068	11325765
1451	OG0009622	MSYJ066530.1	2.0321700000000003	739	Cs3g16010.1	1.50516	-533
1452	OG0009623	MSYJ286820.1	21.3239	19	orange1.1t03158.1	3.6122699999999996	0
1453	OG0009624	MSYJ138120.1	0.150713	3702930	Cs1g13033.1	6.5169	0
1454	OG0009625	MSYJ281170.1	3.13518	1721615	Cs7g19600.1	3.6703099999999997	-296
1455	OG0009626	MSYJ093760.1	17.8437	0	Cs5g05950.1	2.3536799999999998	32469978
1456	OG0009629	MSYJ063000.1	14.7398	3754410	Cs4g10090.2	12.8645	13198144
1457	OG0009630	MSYJ028140.1	0.0	871	Cs2g20770.1	0.0	-1620
1458	OG0009631	MSYJ180700.1	1.5392700000000001	1012940	Cs8g12830.1	2.73097	375
1459	OG0009632	MSYJ071890.1	1.84533	-718	Cs7g06630.1	0.793146	28316710
1460	OG0009633	MSYJ030490.1	0.0	1809644	Cs6g10930.1	0.0	-882
1461	OG0009634	MSYJ129060.1	0.0	-356	Cs5g12430.1	0.0669413	26707520
1462	OG0009635	MSYJ254790.1	173.222	2875356	Cs3g26700.1	59.6648	-1624
1463	OG0009636	MSYJ244350.1	1.76469	1920010	Cs8g03550.1	0.196211	15421955
1464	OG0009637	MSYJ099200.1	0.0	1565474	Cs1g09930.1	0.0	-226
1465	OG0009640	MSYJ263190.1	0.0	392	Cs7g09910.1	0.379822	25834709
1466	OG0009644	MSYJ197610.1	0.0	0	orange1.1t04209.1	0.0	-1428
1467	OG0009645	MSYJ042600.1	4.81187	0	Cs7g28030.1	10.0008	0
1468	OG0009646	MSYJ185510.1	78.8616	380	Cs2g05460.1	1.66905	26636256
1469	OG0009648	MSYJ033790.1	4.24885	-659	Cs6g14580.1	8.00868	-612
1470	OG0009650	MSYJ249810.1	0.266543	2400784	Cs3g21350.1	0.054730499999999994	4
1471	OG0009651	MSYJ071950.1	9.3184	-267	Cs7g06570.1	9.45858	28352806
1472	OG0009652	MSYJ033420.1	6.46812	4323	Cs6g14200.1	6.86638	371
1473	OG0009657	MSYJ006650.1	49.297	1661645	Cs5g21760.1	29.9028	0
1474	OG0009660	MSYJ254230.1	35.953	3197009	Cs3g27210.1	23.3987	214
1475	OG0009661	MSYJ098700.1	0.0	8323	Cs2g05780.1	0.0	27601224
1476	OG0009663	MSYJ161400.1	0.779614	780	Cs7g03000.1	0.167879	11300050
1477	OG0009664	MSYJ081640.1	38.3446	1851399	Cs1g04760.1	77.8622	24483528
1478	OG0009665	MSYJ207270.1	43.6078	-219	Cs9g15930.1	159.102	-195
1479	OG0009670	MSYJ104120.1	0.0	263750	Cs4g17190.1	0.0	-137
1480	OG0009671	MSYJ027410.1	52.6981	3107183	Cs2g21590.1	28.0164	240
1481	OG0009672	MSYJ075200.1	0.0	419602	Cs4g02230.1	0.0	18991615
1482	OG0009673	MSYJ079730.1	10.1311	318340	Cs5g33000.1	13.8789	0
1483	OG0009674	MSYJ161380.1	3.0356	-138	Cs7g03020.1	1.55365	11320452
1484	OG0009676	MSYJ278800.1	0.189368	0	Cs1g25830.1	0.358898	0
1485	OG0009677	MSYJ233920.1	19.3795	1113	Cs5g02740.1	25.3662	11485695
1486	OG0009679	MSYJ008020.1	0.0430348	0	Cs9g12540.1	0.0	0
1487	OG0009680	MSYJ061840.1	0.368224	240156	Cs2g25370.1	0.0	146
1488	OG0009681	MSYJ126430.1	30.6816	-134	Cs1g10240.1	25.9059	0
1489	OG0009682	MSYJ195620.1	0.835902	-446	Cs4g17505.1	0.143243	-451
1490	OG0009683	MSYJ218120.1	3.05322	3336215	Cs5g31970.1	3.6301900000000002	318
1491	OG0009685	MSYJ135550.1	11.8279	489	Cs2g17400.1	1.9057099999999998	326
1492	OG0009686	MSYJ075170.1	0.0385306	441754	Cs4g02210.1	0.0	19011842
1493	OG0009687	MSYJ112370.1	8.772689999999999	0	orange1.1t00598.1	18.9906	62453296
1494	OG0009688	MSYJ203710.1	76.613	1841876	Cs8g20500.1	63.5036	11
1495	OG0009692	MSYJ190030.1	2.19512	2736206	Cs4g03940.1	1.11107	17752762
1496	OG0009693	MSYJ124750.1	18.8306	1371145	orange1.1t02793.1	5.81262	0
1497	OG0009694	MSYJ281230.1	0.346181	1614833	Cs7g19530.1	0.199211	150
1498	OG0009695	MSYJ147960.1	4.52289	-95	Cs4g19580.1	0.10591300000000001	0
1499	OG0009696	MSYJ159100.1	0.317166	162	Cs1g16400.1	0.0	162
1500	OG0009697	MSYJ255150.1	0.22551999999999997	-2117	Cs3g26360.1	0.10818599999999999	2173
1501	OG0009698	MSYJ195510.1	97.3418	2648	Cs4g17410.1	281.598	-93
1502	OG0009700	MSYJ283800.1	0.0	-442	Cs1g07060.1	0.0	21656625
1503	OG0009701	MSYJ102090.1	4.31554	0	Cs6g03690.1	12.0157	16934551
1504	OG0009703	MSYJ130480.1	44.2697	69	orange1.1t03435.1	26.0417	-14
1505	OG0009705	MSYJ141090.1	48.8872	-1234	Cs9g02400.1	52.3726	17502536
1506	OG0009706	MSYJ017830.1	13.8141	-576	Cs6g07440.1	4.3419	11879867
1507	OG0009707	MSYJ055070.1	35.9435	254049	Cs3g20620.1	40.4089	3014
1508	OG0009709	MSYJ029510.1	4.890630000000001	0	Cs8g11900.1	19.8222	0
1509	OG0009711	MSYJ285090.1	3.74815	0	orange1.1t01541.1	1.58415	0
1510	OG0009712	MSYJ229670.1	1.79361	-454	orange1.1t03986.1	4.97468	754
1511	OG0009713	MSYJ111630.1	47.9332	406	orange1.1t00520.1	6.16251	56454272
1512	OG0009714	MSYJ052950.1	0.575231	-571	orange1.1t04938.1	0.711906	-577
1513	OG0009716	MSYJ179270.1	16.6129	0	Cs9g15020.1	27.0841	-29
1514	OG0009717	MSYJ286580.1	2.05325	1331	Cs5g19840.1	3.00454	1309
1515	OG0009718	MSYJ251460.1	19.3145	0	Cs5g27710.1	9.74953	0
1516	OG0009720	MSYJ191220.1	29.3339	409	Cs2g28860.1	15.8738	0
1517	OG0009721	MSYJ037380.1	0.16450599999999999	0	Cs6g18440.1	0.8705440000000001	0
1518	OG0009723	MSYJ182440.1	42.5364	-1072	Cs1g22630.1	14.7156	1092
1519	OG0009725	MSYJ003130.1	14.1515	123	Cs9g05840.1	315.134	14931112
1520	OG0009726	MSYJ177690.1	43.7986	0	Cs7g26100.1	123.06	0
1521	OG0009727	MSYJ016560.1	5.4362	1002379	Cs2g28540.1	7.4953	0
1522	OG0009728	MSYJ022500.1	1.57453	1545195	Cs9g09410.1	11.2724	11862918
1523	OG0009730	MSYJ078980.1	4.49115	0	Cs5g35210.1	6.84375	0
1524	OG0009734	MSYJ235230.1	59.7651	79	Cs2g14510.1	66.8974	-99
1525	OG0009735	MSYJ201520.1	5.50943	-336	Cs4g13100.1	12.3809	0
1526	OG0009737	MSYJ032820.1	11.4536	-641	Cs6g13640.1	3.4932300000000005	-831
1527	OG0009739	MSYJ111350.1	0.11623299999999999	0	orange1.1t00490.1	0.094678	54251949
1528	OG0009740	MSYJ015280.1	0.0	0	Cs3g08460.1	0.0	0
1529	OG0009742	MSYJ284700.1	0.0	81	Cs1g08030.1	0.0853406	20294331
1530	OG0009744	MSYJ281150.1	19.268	1736592	Cs7g19620.1	54.166000000000004	0
1531	OG0009745	MSYJ262090.1	21.023000000000003	0	Cs7g08800.1	30.5625	26660984
1532	OG0009747	MSYJ036000.1	35.4047	0	Cs6g17020.1	57.738	0
1533	OG0009748	MSYJ039590.1	0.0	0	orange1.1t06036.1	29.4067	0
1534	OG0009749	MSYJ188890.1	83.5245	587	Cs2g01940.1	30.8801	30094534
1535	OG0009750	MSYJ084140.1	0.0	0	Cs2g25060.1	0.0	0
1536	OG0009751	MSYJ219200.1	2.10163	0	Cs5g30740.1	3.00924	-73
1537	OG0009752	MSYJ138780.1	13.0018	3806947	Cs1g13580.1	17.5537	-109
1538	OG0009753	MSYJ092360.1	19.0946	1112391	Cs5g07390.1	36.3961	31468344
1539	OG0009754	MSYJ122870.1	41.3149	0	Cs4g06650.1	22.4643	15777660
1540	OG0009755	MSYJ026840.1	10.5391	0	orange1.1t01519.1	2.69028	0
1541	OG0009756	MSYJ147920.1	0.0252467	0	Cs4g19540.1	0.0435221	0
1542	OG0009757	MSYJ219230.1	4.17994	-1363	Cs5g30700.1	0.630158	1977
1543	OG0009759	MSYJ113460.1	116.119	376	orange1.1t01694.1	16.2245	-2
1544	OG0009760	MSYJ076510.1	0.0	1092087	Cs6g02980.1	0.0	18142960
1545	OG0009761	MSYJ145610.1	12.0676	218114	Cs7g29340.1	9.47903	350
1546	OG0009762	MSYJ225190.1	27.4988	0	orange1.1t03689.1	46.6698	-29
1547	OG0009763	MSYJ039750.1	120.51100000000001	0	orange1.1t02003.1	444.171	-232
1548	OG0009764	MSYJ132440.1	162.72799999999998	-127	Cs2g11350.1	94.0759	22290051
1549	OG0009766	MSYJ137590.1	3.55858	0	Cs3g09120.1	5.312	0
1550	OG0009767	MSYJ096080.1	0.0	0	Cs7g27030.1	0.0740546	0
1551	OG0009769	MSYJ079530.1	11.0097	474937	Cs6g10350.1	20.6302	-163
1552	OG0009770	MSYJ156520.1	0.0	-215	Cs7g06100.1	0.0	28717156
1553	OG0009773	MSYJ115590.1	2.2416400000000003	0	Cs7g15970.1	6.4930900000000005	687
1554	OG0009774	MSYJ153620.1	124.071	0	Cs3g27750.1	14.2956	0
1555	OG0009775	MSYJ014510.1	0.0	164	orange1.1t01921.1	0.0	-370
1556	OG0009776	MSYJ120070.1	0.0	590152	Cs6g21310.1	0.0	-903
1557	OG0009777	MSYJ224620.1	21.8019	669263	Cs5g14400.1	57.7003	-413
1558	OG0009778	MSYJ173040.1	5.15088	407537	Cs5g22900.1	8.45025	-1106
1559	OG0009780	MSYJ107300.1	0.0	0	Cs1g02620.1	0.0	17198184
1560	OG0009781	MSYJ023640.1	16.3125	0	Cs6g09410.1	12.5433	0
1561	OG0009783	MSYJ075600.1	0.0	382	Cs4g02700.1	0.0	11257849
1562	OG0009785	MSYJ190010.1	4.03282	2649695	Cs4g03950.1	7.5741	17744349
1563	OG0009788	MSYJ030830.1	52.4864	3839304	Cs6g11360.1	33.8243	-2038
1564	OG0009790	MSYJ209900.1	0.107081	1814	Cs7g13440.1	0.152013	22844491
1565	OG0009791	MSYJ249480.1	9.42689	2676761	Cs3g20990.2	3.4073	206
1566	OG0009792	MSYJ023180.1	76.8973	465	Cs6g09960.1	6.7737	-333
1567	OG0009793	MSYJ258950.1	37.077	0	Cs3g22410.3	76.7486	130
1568	OG0009794	MSYJ032810.1	0.0	-749	Cs6g13630.1	0.0	-733
1569	OG0009795	MSYJ221460.1	0.0	0	orange1.1t02355.1	0.178673	0
1570	OG0009797	MSYJ053950.1	17.235	1109	orange1.1t05013.1	3.98072	351
1571	OG0009798	MSYJ273310.1	2.37356	0	orange1.1t01627.1	4.93596	0
1572	OG0009799	MSYJ204050.1	5.53485	478	Cs8g20200.1	9.32092	0
1573	OG0009800	MSYJ107950.1	26.1766	448	Cs1g03250.1	23.164	21663914
1574	OG0009801	MSYJ255300.1	0.605783	3670	Cs3g26210.1	3.0929	-1339
1575	OG0009802	MSYJ261970.1	2.7356700000000003	-1253	Cs7g08690.1	0.482591	26720455
1576	OG0009803	MSYJ238610.1	5.32266	1276856	Cs9g08090.1	7.32269	13196511
1577	OG0009805	MSYJ261890.1	98.9588	895	Cs7g08620.1	7.954339999999999	26774591
1578	OG0009808	MSYJ097530.1	322.807	691862	orange1.1t02606.2	305.689	0
1579	OG0009809	MSYJ063360.1	0.883835	4229023	Cs3g19350.1	0.230528	749
1580	OG0009810	MSYJ139570.1	23.6317	653	Cs9g04630.1	9.15875	15850067
1581	OG0009812	MSYJ094850.1	16.5992	1183159	Cs8g14660.1	6.59307	-214
1582	OG0009813	MSYJ034850.1	117.38799999999999	0	Cs6g15850.2	237.89700000000002	0
1583	OG0009817	MSYJ104070.1	460.925	284070	Cs4g17240.1	10.5626	-598
1584	OG0009820	MSYJ021070.1	0.387218	-534	Cs3g20850.1	0.0	817
1585	OG0009821	MSYJ006820.1	10.6661	0	Cs5g13340.1	17.5487	0
1586	OG0009822	MSYJ041370.1	1.16446	-615	Cs1g02080.1	2.31242	11664863
1587	OG0009823	MSYJ190900.1	96.176	2577623	Cs4g02970.1	2.52445	13455016
1588	OG0009827	MSYJ209760.1	0.0723591	0	Cs7g13290.1	0.339314	22999998
1589	OG0009828	MSYJ276450.1	35.1502	2480118	Cs1g23480.1	0.975676	549
1590	OG0009831	MSYJ123290.1	70.6981	0	Cs4g07050.1	9.1454	15434594
1591	OG0009833	MSYJ276370.1	10.3626	2517159	Cs1g23400.1	24.4245	1172
1592	OG0009834	MSYJ256790.1	5.57878	0	Cs3g24610.1	7.65021	0
1593	OG0009836	MSYJ284040.1	0.0	0	Cs1g07250.1	0.0	21308347
1594	OG0009838	MSYJ215560.1	6.13357	331	Cs7g13230.1	1.11945	23052373
1595	OG0009841	MSYJ100620.1	10.8127	2324400	Cs6g06770.1	0.44855100000000003	12429005
1596	OG0009842	MSYJ125090.1	9.885530000000001	993101	orange1.1t02854.1	5.39329	146
1597	OG0009844	MSYJ020080.1	0.796331	-2098	Cs8g16820.1	0.0	-2108
1598	OG0009845	MSYJ218380.1	19.2763	4955613	Cs5g31610.1	20.8296	44
1599	OG0009846	MSYJ125250.1	40.7944	-204	orange1.1t04493.1	15.4209	-60
1600	OG0009848	MSYJ229510.1	2.02137	756	Cs3g13550.1	0.372845	252
1601	OG0009849	MSYJ108680.1	15.0401	0	orange1.1t00211.1	27.1712	38370529
1602	OG0009854	MSYJ097800.1	2.2417599999999998	239171	Cs7g22100.1	1.42551	-120
1603	OG0009855	MSYJ142480.1	2.8437900000000003	0	Cs9g01060.1	5.66216	18399906
1604	OG0009856	MSYJ163270.1	0.0	0	Cs7g01070.1	0.0436673	32144847
1605	OG0009857	MSYJ130520.1	50.5217	251	orange1.1t03431.1	39.1846	-181
1606	OG0009858	MSYJ072120.1	3.51097	651	Cs7g06380.1	1.32118	28453423
1607	OG0009859	MSYJ142690.1	0.086049	0	Cs8g02010.1	5.20092	22055055
1608	OG0009860	MSYJ198240.1	16.2027	0	orange1.1t05365.1	0.0	142
1609	OG0009861	MSYJ229520.1	13.6253	0	Cs3g13560.1	21.9758	-12
1610	OG0009863	MSYJ122510.1	0.767784	0	Cs4g06240.1	0.358277	16100558
1611	OG0009864	MSYJ116100.1	1.0634700000000001	1556747	Cs9g14010.1	1.14191	0
1612	OG0009865	MSYJ112560.1	0.117711	-486	orange1.1t00615.1	0.0	63443758
1613	OG0009866	MSYJ161290.1	91.5367	5	Cs7g03110.1	109.97399999999999	11834426
1614	OG0009868	MSYJ142040.1	0.614471	244	Cs9g01530.1	0.0	18123635
1615	OG0009870	MSYJ248490.1	42.1317	74	orange1.1t03277.1	39.3478	-328
1616	OG0009875	MSYJ140830.1	61.5281	217	Cs9g02650.1	48.3935	10049545
1617	OG0009876	MSYJ036330.1	0.422152	0	Cs6g17340.1	0.132554	1079
1618	OG0009877	MSYJ067500.1	23.4958	0	Cs3g14980.1	37.4489	0
1619	OG0009878	MSYJ203700.1	0.0	1849178	Cs8g20510.1	1.58535	-495
1620	OG0009879	MSYJ245350.1	19.5529	1263033	Cs8g04580.1	0.531617	20237054
1621	OG0009881	MSYJ242110.1	70.8404	947060	orange1.1t00709.1	34.3445	75905217
1622	OG0009883	MSYJ085420.1	0.24399200000000001	1675491	Cs3g20140.1	0.0777612	1052
1623	OG0009885	MSYJ129340.1	7.74723	-586	Cs5g28300.1	0.571755	-578
1624	OG0009886	MSYJ283830.1	0.406104	0	Cs1g07100.1	0.309637	21630361
1625	OG0009890	MSYJ099780.1	215.62099999999998	0	Cs1g08620.1	104.04700000000001	19387006
1626	OG0009892	MSYJ157660.1	25.8137	150	Cs7g04810.1	21.766	22259698
1627	OG0009897	MSYJ192000.1	7.942410000000001	534	Cs2g29660.1	2.63251	11
1628	OG0009898	MSYJ001200.1	14.7612	0	Cs7g24280.1	27.4984	0
1629	OG0009899	MSYJ260060.1	0.25559	689	Cs5g16520.1	0.0958002	-238
1630	OG0009900	MSYJ132060.1	10.9033	3673907	Cs2g10890.1	7.360460000000001	22597757
1631	OG0009903	MSYJ245900.1	2.1493900000000004	-151	Cs8g05140.1	21.2903	19849417
1632	OG0009904	MSYJ148530.1	12.6209	-634	Cs4g20170.1	9.23974	-577
1633	OG0009905	MSYJ062790.1	19.3641	1945464	Cs4g10290.1	39.0083	12949849
1634	OG0009906	MSYJ030980.1	0.0	4721425	Cs6g11520.1	0.195271	0
1635	OG0009909	MSYJ061350.1	8.52871	903081	Cs2g13960.1	8.93999	-120
1636	OG0009910	MSYJ214490.1	0.305135	0	Cs5g19070.1	0.0632866	785
1637	OG0009913	MSYJ236210.1	127.11399999999999	636269	Cs1g01320.1	75.4406	28366501
1638	OG0009915	MSYJ277210.1	0.990347	503	Cs1g24210.1	3.6807199999999995	0
1639	OG0009916	MSYJ086820.1	5.55425	0	Cs4g09010.1	0.380394	13990789
1640	OG0009918	MSYJ175310.1	80.3858	4416239	Cs5g10120.1	17.8248	29156347
1641	OG0009922	MSYJ063320.1	51.8939	4267803	Cs3g19390.1	58.3146	0
1642	OG0009923	MSYJ198980.1	16.9883	151766	orange1.1t02314.1	21.1173	35
1643	OG0009924	MSYJ184610.1	2.66914	0	Cs2g06460.1	1.6558700000000002	27105347
1644	OG0009925	MSYJ055900.1	72.1341	200	Cs2g18020.1	11.0083	146
1645	OG0009926	MSYJ072000.1	88.5851	-343	Cs7g06510.1	112.581	28400318
1646	OG0009930	MSYJ251040.1	46.6164	805	Cs5g34820.2	58.9014	887
1647	OG0009932	MSYJ284220.1	16.8384	-596	Cs1g07460.1	3.68895	21097169
1648	OG0009935	MSYJ170620.1	22.1219	264	Cs7g24890.1	160.253	333
1649	OG0009936	MSYJ121020.1	0.07000880000000001	2336570	Cs4g04580.1	0.0322099	17228855
1650	OG0009937	MSYJ062870.1	14.5197	2500884	Cs4g10220.1	6.92495	13009629
1651	OG0009942	MSYJ068450.1	1.8880299999999999	-585	Cs3g14100.1	0.582453	185
1652	OG0009943	MSYJ133560.1	30.3531	-867	Cs2g12510.1	18.8518	21393035
1653	OG0009945	MSYJ278710.1	145.16	-552	Cs1g25720.1	12.6863	-416
1654	OG0009946	MSYJ107810.1	851.73	0	Cs1g03110.1	1089.88	20544686
1655	OG0009947	MSYJ021960.2	33.1373	302	orange1.1t02509.1	65.7823	229
1656	OG0009948	MSYJ139420.1	0.0	-104	Cs9g04770.1	0.0	15722608
1657	OG0009949	MSYJ095400.1	3.38332	0	Cs5g13620.1	5.77407	0
1658	OG0009950	MSYJ218010.1	22.3529	2645495	Cs5g32100.1	30.1149	0
1659	OG0009951	MSYJ148570.1	65.0952	-1069	Cs4g20210.1	72.096	263
