Orthogroup	Species	Gene	Expr
OG0000048	Cs	Cs1g13680.1	0
OG0000048	Cs	Cs1g13700.1	0.504459
OG0000048	Cs	Cs1g13730.1	0.0764162
OG0000048	Cs	Cs1g18920.1	0.0340965
OG0000048	Cs	Cs1g18930.1	3.85135
OG0000048	Cs	Cs4g20440.1	0.660793
OG0000048	Cr	MSYJ029760.1	0.0621184
OG0000048	Cr	MSYJ029770.1	0.057051
OG0000048	Cr	MSYJ138820.1	0.132673
OG0000048	Cr	MSYJ138830.1	1.47322
OG0000048	Cr	MSYJ138840.1	0.447116
OG0000048	Cr	MSYJ138850.1	3.63693
OG0000048	Cr	MSYJ138860.1	0
OG0000048	Cr	MSYJ138880.1	0.450861
OG0000048	Cr	MSYJ138890.1	0.0933981
OG0000048	Cr	MSYJ138900.1	4.63044
OG0000048	Cr	MSYJ138910.1	13.9262
OG0000048	Cr	MSYJ138920.1	0.0364806
OG0000048	Cr	MSYJ148780.1	3.80531
OG0000049	Cs	Cs1g05660.1	0
OG0000049	Cs	Cs1g08040.1	0
OG0000049	Cs	Cs1g19020.1	0
OG0000049	Cs	Cs2g23770.1	0
OG0000049	Cs	Cs3g04480.1	0
OG0000049	Cs	Cs3g09070.1	0
OG0000049	Cs	Cs4g13800.1	0
OG0000049	Cs	Cs5g17440.1	0
OG0000049	Cs	Cs8g07860.1	0
OG0000049	Cs	Cs8g12290.1	0
OG0000049	Cs	Cs9g10030.1	0
OG0000049	Cr	MSYJ102850.1	0
OG0000049	Cs	orange1.1t00065.1	0
OG0000049	Cs	orange1.1t00094.1	0
OG0000049	Cs	orange1.1t00174.1	0
OG0000049	Cs	orange1.1t00175.1	0
OG0000049	Cs	orange1.1t01097.1	0
OG0000049	Cs	orange1.1t01120.1	0
OG0000049	Cs	orange1.1t01895.1	0
OG0000049	Cs	orange1.1t02707.1	0
OG0000049	Cs	orange1.1t02972.1	0
OG0000049	Cs	orange1.1t03855.1	0
OG0000049	Cs	orange1.1t03857.1	0
OG0000049	Cs	orange1.1t03927.1	0
OG0000049	Cs	orange1.1t03982.1	0
OG0000049	Cs	orange1.1t04169.1	0
OG0000049	Cs	orange1.1t05118.1	0
OG0000050	Cs	Cs1g12500.1	1.74792
OG0000050	Cs	Cs2g01030.1	4.9827
OG0000050	Cs	Cs2g15420.1	0.0996377
OG0000050	Cs	Cs2g25700.1	0
OG0000050	Cs	Cs2g26520.1	0
OG0000050	Cs	Cs3g15940.1	0
OG0000050	Cs	Cs4g09880.1	0
OG0000050	Cs	Cs6g03860.1	0
OG0000050	Cs	Cs6g10010.1	1.58187
OG0000050	Cs	Cs6g10190.1	1.61884
OG0000050	Cs	Cs6g10210.1	2.17351
OG0000050	Cs	Cs6g10220.1	0.453316
OG0000050	Cs	Cs6g10230.1	0
OG0000050	Cs	Cs6g20180.1	1.72132
OG0000050	Cs	Cs7g18300.1	0
OG0000050	Cs	Cs7g20600.1	18.8141
OG0000050	Cs	Cs7g22490.3	1.88499
OG0000050	Cs	Cs8g07810.1	0
OG0000050	Cs	Cs9g09240.1	0
OG0000050	Cs	orange1.1t02488.1	29.7429
OG0000050	Cs	orange1.1t02491.1	62.2689
OG0000050	Cs	orange1.1t02670.1	0
OG0000050	Cs	orange1.1t05353.1	0
OG0000051	Cr	MSYJ182670.5	7.54713
OG0000052	Cs	Cs1g08330.1	0
OG0000052	Cs	Cs3g04910.1	8.67689
OG0000052	Cs	Cs3g07960.1	0
OG0000052	Cs	Cs3g07970.1	0
OG0000052	Cs	Cs3g08000.1	0
OG0000052	Cs	Cs3g08040.1	0
OG0000052	Cs	Cs3g08110.1	0
OG0000052	Cs	Cs3g08140.1	0
OG0000052	Cs	Cs3g08210.1	0.324342
OG0000052	Cs	Cs3g08250.1	0
OG0000052	Cs	Cs3g15200.1	5.12317
OG0000052	Cs	Cs6g03920.2	3.41015
OG0000052	Cs	Cs8g11620.1	0
OG0000052	Cr	MSYJ039070.1	14.9965
OG0000052	Cr	MSYJ039080.1	9.71463
OG0000052	Cr	MSYJ052110.1	0
OG0000052	Cr	MSYJ067270.1	5.25127
OG0000052	Cs	orange1.1t03126.1	0
OG0000052	Cs	orange1.1t03137.1	0
OG0000052	Cs	orange1.1t03704.1	0.0182486
OG0000052	Cs	orange1.1t03707.1	0
OG0000052	Cs	orange1.1t03709.1	0
OG0000052	Cs	orange1.1t03712.1	0.136742
OG0000052	Cs	orange1.1t03713.1	0.12735
OG0000053	Cs	Cs1g04410.1	0
OG0000053	Cs	Cs2g19480.1	0.105733
OG0000053	Cs	Cs2g23180.1	0.0533876
OG0000053	Cs	Cs2g23220.1	0
OG0000053	Cs	Cs2g23830.1	0.176286
OG0000053	Cs	Cs2g24450.1	0
OG0000053	Cs	Cs3g05530.1	0
OG0000053	Cs	Cs3g05540.1	0
OG0000053	Cs	Cs4g15840.1	0
OG0000053	Cs	Cs4g17940.1	0
OG0000053	Cs	Cs4g17950.1	0.113444
OG0000053	Cs	Cs5g10260.1	0
OG0000053	Cs	Cs5g25470.1	0
OG0000053	Cs	Cs6g02820.1	0
OG0000053	Cs	Cs6g07250.1	0
OG0000053	Cs	Cs7g19760.1	0
OG0000053	Cs	Cs9g12630.1	0.0693425
OG0000053	Cr	MSYJ018050.1	0
OG0000053	Cr	MSYJ048890.1	16.462
OG0000053	Cs	orange1.1t03669.1	0
OG0000053	Cs	orange1.1t03670.1	0
OG0000053	Cs	orange1.1t04899.1	0
OG0000053	Cs	orange1.1t04900.1	0.0562278
OG0000053	Cs	orange1.1t05256.1	0
OG0000053	Cs	orange1.1t05613.1	38.2705
OG0000054	Cs	Cs1g07810.1	2.87582
OG0000054	Cs	Cs2g26200.1	0.598239
OG0000054	Cs	Cs3g05290.1	0.188025
OG0000054	Cs	Cs3g05510.1	0.0589881
OG0000054	Cs	Cs3g05520.1	0.0895102
OG0000054	Cs	Cs3g05550.1	0
OG0000054	Cs	Cs3g05560.1	0
OG0000054	Cs	Cs3g05570.1	0
OG0000054	Cs	Cs3g05850.1	0.239609
OG0000054	Cs	Cs3g05870.1	0.0958535
OG0000054	Cs	Cs3g05890.1	0.0241072
OG0000054	Cs	Cs3g05900.1	0.165378
OG0000054	Cs	Cs3g05920.1	0
OG0000054	Cs	Cs3g05930.1	0
OG0000054	Cs	Cs3g05940.1	0.612274
OG0000054	Cs	Cs3g05960.1	7.51374
OG0000054	Cs	Cs3g06010.1	0
OG0000054	Cs	Cs3g06020.1	0.523454
OG0000054	Cs	Cs3g06030.1	0.533159
OG0000054	Cs	Cs3g06040.1	0
OG0000054	Cs	Cs3g06060.1	0
OG0000054	Cs	Cs3g06070.1	11.1463
OG0000054	Cs	Cs3g06080.1	0.512295
OG0000054	Cs	Cs4g10820.1	0
OG0000054	Cr	MSYJ039280.1	0
OG0000054	Cs	orange1.1t05891.1	4.28965
OG0000055	Cs	Cs1g09690.1	16.4634
OG0000055	Cs	Cs2g22550.1	0
OG0000055	Cs	Cs2g24020.1	4.07634
OG0000055	Cs	Cs3g01810.1	0.0799707
OG0000055	Cs	Cs3g05220.1	0
OG0000055	Cs	Cs3g07090.1	7.54888
OG0000055	Cs	Cs4g13960.1	14.9172
OG0000055	Cs	Cs4g13970.1	0
OG0000055	Cs	Cs4g13990.1	7.18709
OG0000055	Cs	Cs4g14000.1	5.22775
OG0000055	Cs	Cs5g17100.1	0
OG0000055	Cs	Cs5g17110.1	0
OG0000055	Cs	Cs5g17120.1	0
OG0000055	Cs	Cs8g11890.1	0
OG0000055	Cs	orange1.1t00047.1	0.170555
OG0000055	Cs	orange1.1t01088.1	0
OG0000055	Cs	orange1.1t01294.1	0
OG0000055	Cs	orange1.1t01853.1	1.11422
OG0000055	Cs	orange1.1t01888.1	0
OG0000055	Cs	orange1.1t02080.1	0.340381
OG0000055	Cs	orange1.1t02141.1	7.18954
OG0000055	Cs	orange1.1t02768.1	0
OG0000055	Cs	orange1.1t04705.1	0.0437107
OG0000055	Cs	orange1.1t05399.1	0
OG0000056	Cs	Cs1g10500.1	0
OG0000056	Cs	Cs1g17390.1	1.00523
OG0000056	Cs	Cs1g17410.1	0.80828
OG0000056	Cs	Cs1g17420.1	1.51595
OG0000056	Cs	Cs2g08630.1	0.218828
OG0000056	Cs	Cs5g08070.1	0
OG0000056	Cs	Cs5g08200.1	0
OG0000056	Cr	MSYJ012440.1	0
OG0000056	Cr	MSYJ012450.1	0.27919
OG0000056	Cr	MSYJ012480.1	3.01618
OG0000056	Cr	MSYJ044410.1	38.2111
OG0000056	Cr	MSYJ124620.1	0.109802
OG0000056	Cr	MSYJ124650.1	1.16399
OG0000056	Cr	MSYJ124680.1	0.470908
OG0000056	Cr	MSYJ125300.1	0
OG0000056	Cr	MSYJ125350.1	0
OG0000056	Cr	MSYJ164130.1	0.0948124
OG0000056	Cs	orange1.1t01321.1	0.0401349
OG0000056	Cs	orange1.1t01327.1	0
OG0000056	Cs	orange1.1t01336.1	0
OG0000056	Cs	orange1.1t02775.1	0.312101
OG0000056	Cs	orange1.1t02780.1	0.338222
OG0000056	Cs	orange1.1t02784.3	1.11638
OG0000056	Cs	orange1.1t02788.1	0
OG0000056	Cs	orange1.1t04499.1	0
OG0000057	Cs	Cs2g08440.1	0
OG0000057	Cs	Cs2g25540.1	0
OG0000057	Cs	Cs3g02240.1	0
OG0000057	Cs	Cs4g11940.1	0
OG0000057	Cs	Cs5g16070.1	0.488955
OG0000057	Cs	Cs5g16080.1	0
OG0000057	Cs	Cs5g22530.1	0
OG0000057	Cs	Cs5g22760.1	1.40286
OG0000057	Cs	Cs6g02810.1	0
OG0000057	Cs	Cs7g13750.1	0
OG0000057	Cs	Cs7g16590.1	0
OG0000057	Cs	Cs7g18730.1	0.230246
OG0000057	Cs	Cs7g24500.1	0
OG0000057	Cs	Cs7g24610.1	0
OG0000057	Cs	Cs7g25270.1	0
OG0000057	Cs	Cs8g10350.1	0
OG0000057	Cs	Cs9g13110.1	0
OG0000057	Cs	orange1.1t01347.1	0
OG0000057	Cs	orange1.1t02468.1	0
OG0000057	Cs	orange1.1t02657.1	0.384533
OG0000057	Cs	orange1.1t02711.1	0.6367
OG0000057	Cs	orange1.1t02896.1	0.123302
OG0000057	Cs	orange1.1t04106.1	0.0485376
OG0000057	Cs	orange1.1t04460.1	0
OG0000057	Cs	orange1.1t04609.1	0
OG0000058	Cs	Cs8g09390.1	0
OG0000058	Cs	Cs8g09480.1	0.174514
OG0000058	Cs	Cs8g09720.1	0.325087
OG0000058	Cs	Cs8g09730.1	0
OG0000058	Cs	Cs8g09780.1	0.310363
OG0000058	Cs	Cs8g12530.1	0
OG0000058	Cr	MSYJ149090.1	0
OG0000058	Cr	MSYJ149140.1	0
OG0000058	Cr	MSYJ194010.1	0
OG0000058	Cr	MSYJ227190.1	0
OG0000058	Cr	MSYJ227210.1	0.0816679
OG0000058	Cr	MSYJ227220.1	0.0694238
OG0000058	Cr	MSYJ227300.1	3.26462
OG0000058	Cr	MSYJ227560.1	0.158824
OG0000058	Cr	MSYJ227580.1	0.0469729
OG0000058	Cr	MSYJ227620.1	0
OG0000058	Cr	MSYJ247620.1	0
OG0000058	Cs	orange1.1t03997.1	0.308095
OG0000058	Cs	orange1.1t03998.1	0.428409
OG0000058	Cs	orange1.1t04132.1	3.68909
OG0000058	Cs	orange1.1t04139.1	0.135477
OG0000058	Cs	orange1.1t04372.1	0
OG0000058	Cs	orange1.1t04771.1	0
OG0000058	Cs	orange1.1t04996.1	0.120001
OG0000059	Cr	MSYJ003100.1	0.504768
OG0000059	Cr	MSYJ006160.1	8.17432
OG0000059	Cr	MSYJ006200.1	1.53324
OG0000059	Cr	MSYJ053250.1	1.25662
OG0000059	Cr	MSYJ057590.1	0
OG0000059	Cr	MSYJ058500.1	12.5262
OG0000059	Cr	MSYJ077110.1	1.62352
OG0000059	Cr	MSYJ083750.1	0
OG0000059	Cr	MSYJ089330.1	9.326
OG0000059	Cr	MSYJ096990.1	2.17622
OG0000059	Cr	MSYJ098060.3	0.689844
OG0000059	Cr	MSYJ102630.1	0
OG0000059	Cr	MSYJ115140.1	0
OG0000059	Cr	MSYJ213540.1	0
OG0000059	Cr	MSYJ253190.1	4.35521
OG0000059	Cr	MSYJ267630.1	0
OG0000059	Cr	MSYJ267890.1	27.5582
OG0000059	Cr	MSYJ286870.1	0
OG0000060	Cs	Cs1g13900.1	0
OG0000060	Cs	Cs1g13910.1	0
OG0000060	Cs	Cs8g14010.1	0.50215
OG0000060	Cs	Cs9g14490.1	0.432987
OG0000060	Cs	Cs9g14510.1	0.190782
OG0000060	Cs	Cs9g14540.1	0.0736403
OG0000060	Cs	Cs9g14550.1	1.0034
OG0000060	Cs	Cs9g14580.1	10.0125
OG0000060	Cr	MSYJ077220.1	0.503997
OG0000060	Cr	MSYJ139070.1	0.234249
OG0000060	Cr	MSYJ179670.1	1.29224
OG0000060	Cr	MSYJ201820.2	0.0202504
OG0000060	Cr	MSYJ201830.1	0
OG0000060	Cs	orange1.1t01289.1	0
OG0000060	Cs	orange1.1t01290.1	0.0460619
OG0000060	Cs	orange1.1t01292.1	0
OG0000060	Cs	orange1.1t01298.1	0
OG0000060	Cs	orange1.1t01301.1	0
OG0000060	Cs	orange1.1t02748.1	0
OG0000060	Cs	orange1.1t04255.1	0
OG0000060	Cs	orange1.1t04256.1	0
OG0000060	Cs	orange1.1t04741.1	0
OG0000060	Cs	orange1.1t05230.1	0
OG0000061	Cr	MSYJ002280.1	0
OG0000061	Cr	MSYJ003060.1	0
OG0000061	Cr	MSYJ008100.1	0
OG0000061	Cr	MSYJ025490.1	0
OG0000061	Cr	MSYJ039860.1	0
OG0000061	Cr	MSYJ054880.1	0
OG0000061	Cr	MSYJ056560.1	0
OG0000061	Cr	MSYJ056570.1	0
OG0000061	Cr	MSYJ057760.1	0.11661
OG0000061	Cr	MSYJ058860.1	0
OG0000061	Cr	MSYJ080550.1	0
OG0000061	Cr	MSYJ090220.1	0
OG0000061	Cr	MSYJ090230.1	0
OG0000061	Cr	MSYJ100420.1	0
OG0000061	Cr	MSYJ102900.1	0
OG0000061	Cr	MSYJ116350.1	0
OG0000061	Cr	MSYJ155320.1	0
OG0000061	Cr	MSYJ169330.1	0
OG0000061	Cr	MSYJ216850.1	0
OG0000061	Cr	MSYJ221870.1	0
OG0000061	Cr	MSYJ222560.1	0.0948094
OG0000061	Cr	MSYJ224900.1	0
OG0000061	Cr	MSYJ228070.1	0
OG0000061	Cr	MSYJ240470.1	0
OG0000062	Cr	MSYJ002630.1	0
OG0000062	Cr	MSYJ014950.1	0
OG0000062	Cr	MSYJ045120.1	0.363578
OG0000062	Cr	MSYJ048820.1	0.165239
OG0000062	Cr	MSYJ126090.1	0
OG0000062	Cr	MSYJ168230.1	1.45469
OG0000062	Cr	MSYJ168250.1	0
OG0000062	Cr	MSYJ168300.1	0
OG0000062	Cr	MSYJ172050.1	0
OG0000062	Cr	MSYJ198530.1	0
OG0000062	Cr	MSYJ201310.1	0.87237
OG0000062	Cr	MSYJ212480.1	0
OG0000062	Cr	MSYJ221200.1	5.59316
OG0000062	Cr	MSYJ222670.1	0
OG0000062	Cr	MSYJ222690.1	0.155347
OG0000062	Cr	MSYJ223470.1	0
OG0000062	Cr	MSYJ223500.1	0
OG0000062	Cr	MSYJ240300.1	0.405811
OG0000062	Cr	MSYJ253250.1	0
OG0000062	Cr	MSYJ259390.1	0
OG0000062	Cr	MSYJ260170.1	0
OG0000062	Cr	MSYJ272750.1	0
OG0000062	Cr	MSYJ273400.1	0.578239
OG0000062	Cs	orange1.1t05290.1	0
OG0000063	Cs	Cs3g11010.1	1.60104
OG0000063	Cs	Cs3g11030.1	0.0866618
OG0000063	Cs	Cs3g11050.1	0.13847
OG0000063	Cs	Cs3g11080.1	0.141737
OG0000063	Cs	Cs3g11140.1	0.996718
OG0000063	Cs	Cs3g11150.1	0.447301
OG0000063	Cs	Cs3g11190.1	0.399058
OG0000063	Cs	Cs3g11210.1	0.352264
OG0000063	Cs	Cs3g11240.1	0
OG0000063	Cs	Cs3g12320.1	0
OG0000063	Cs	Cs3g12810.1	1.5099
OG0000063	Cs	Cs3g13070.1	0
OG0000063	Cs	Cs6g06820.3	1.71328
OG0000063	Cs	orange1.1t04079.1	0.20581
OG0000063	Cs	orange1.1t04083.1	0.14801
OG0000063	Cs	orange1.1t04084.1	0
OG0000063	Cs	orange1.1t04089.1	0
OG0000063	Cs	orange1.1t04090.1	0
OG0000063	Cs	orange1.1t04094.1	0.136346
OG0000063	Cs	orange1.1t04999.1	0
OG0000063	Cs	orange1.1t05048.2	3.57057
OG0000063	Cs	orange1.1t05097.1	0
OG0000063	Cs	orange1.1t05307.1	0
OG0000063	Cs	orange1.1t05810.1	0
OG0000064	Cs	Cs3g02750.1	0
OG0000064	Cs	Cs4g20490.1	0
OG0000064	Cs	Cs4g20510.1	0
OG0000064	Cs	Cs4g20530.1	0
OG0000064	Cs	Cs4g20540.1	0
OG0000064	Cs	Cs4g20550.1	0.16148
OG0000064	Cs	Cs4g20560.1	0
OG0000064	Cs	Cs4g20580.1	0
OG0000064	Cs	Cs4g20590.2	0
OG0000064	Cs	Cs6g05160.1	0
OG0000064	Cs	Cs7g04800.1	30.1911
OG0000064	Cr	MSYJ148810.1	0.0945878
OG0000064	Cr	MSYJ157670.1	17.1211
OG0000064	Cr	MSYJ157680.1	1.60352
OG0000064	Cr	MSYJ157690.1	0
OG0000064	Cs	orange1.1t03794.1	0
OG0000064	Cs	orange1.1t04847.1	0
OG0000064	Cs	orange1.1t04848.1	0
OG0000064	Cs	orange1.1t04849.1	0
OG0000064	Cs	orange1.1t05125.1	0
OG0000064	Cs	orange1.1t05294.1	0
OG0000065	Cs	Cs1g11320.1	5.07048
OG0000065	Cs	Cs1g11390.1	0.0746162
OG0000065	Cs	Cs1g11410.1	1.33326
OG0000065	Cs	Cs1g11430.1	1.44829
OG0000065	Cs	Cs1g12050.1	0.504745
OG0000065	Cs	Cs1g12140.1	0.147838
OG0000065	Cs	Cs1g12150.1	0.269706
OG0000065	Cs	Cs1g12160.1	0.681641
OG0000065	Cs	Cs1g12170.1	0
OG0000065	Cs	Cs1g12190.1	0.028252
OG0000065	Cs	Cs1g12210.1	1.19566
OG0000065	Cr	MSYJ026020.1	8.25347
OG0000065	Cr	MSYJ041390.1	0.0595867
OG0000065	Cr	MSYJ041420.1	0.2492
OG0000065	Cr	MSYJ195140.1	1.84854
OG0000065	Cs	orange1.1t01356.1	0.170984
OG0000065	Cs	orange1.1t01359.1	0
OG0000065	Cs	orange1.1t01435.1	0.140316
OG0000065	Cs	orange1.1t04517.1	0.0406244
OG0000065	Cs	orange1.1t04520.1	0
OG0000065	Cs	orange1.1t04526.1	0.730122
OG0000065	Cs	orange1.1t05207.1	0
OG0000066	Cs	Cs1g01710.1	0
OG0000066	Cs	Cs1g04660.1	0
OG0000066	Cs	Cs1g06110.1	0
OG0000066	Cs	Cs1g07200.1	0
OG0000066	Cs	Cs2g23610.1	0.42362
OG0000066	Cs	Cs2g25760.1	0
OG0000066	Cs	Cs3g07910.1	0
OG0000066	Cs	Cs3g27860.1	0
OG0000066	Cs	Cs4g16880.1	0
OG0000066	Cs	Cs4g16890.1	0
OG0000066	Cs	Cs5g14620.1	0
OG0000066	Cs	Cs6g01400.1	0.42362
OG0000066	Cs	Cs6g21010.1	0
OG0000066	Cs	Cs7g03690.1	0.204136
OG0000066	Cs	Cs7g09210.1	0
OG0000066	Cs	Cs7g09220.1	0
OG0000066	Cs	Cs7g15010.1	0
OG0000066	Cs	Cs8g03440.1	0
OG0000066	Cs	Cs9g14340.1	0
OG0000066	Cs	orange1.1t01497.1	0.189105
OG0000066	Cs	orange1.1t02524.1	0
OG0000066	Cs	orange1.1t04383.1	0
OG0000066	Cs	orange1.1t05149.1	0
OG0000067	Cs	Cs2g03130.1	18.3636
OG0000067	Cs	Cs4g10330.1	37.7414
OG0000067	Cs	Cs4g10370.1	0
OG0000067	Cs	Cs4g10400.1	0
OG0000067	Cs	Cs4g10420.1	0.0544213
OG0000067	Cs	Cs4g10430.1	0.054851
OG0000067	Cs	Cs4g10440.1	0.10791
OG0000067	Cs	Cs4g10450.1	0
OG0000067	Cs	Cs4g10460.1	1.54624
OG0000067	Cs	Cs4g10490.1	0
OG0000067	Cs	Cs4g10510.1	0
OG0000067	Cs	Cs4g10520.1	0.628458
OG0000067	Cs	Cs4g10530.1	6.58399
OG0000067	Cs	Cs4g10570.1	2.68551
OG0000067	Cs	Cs4g10580.1	0.475946
OG0000067	Cs	Cs4g10590.1	4.02992
OG0000067	Cr	MSYJ062690.1	8.71683
OG0000067	Cr	MSYJ062710.1	0.103884
OG0000067	Cr	MSYJ062760.1	29.5104
OG0000067	Cr	MSYJ144870.1	4.23112
OG0000067	Cr	MSYJ144880.1	3.03882
OG0000067	Cr	MSYJ187780.1	22.7695
OG0000068	Cs	Cs3g05950.1	0.578181
OG0000068	Cr	MSYJ039300.1	0
OG0000068	Cr	MSYJ039310.1	0
OG0000068	Cr	MSYJ039480.1	0.213797
OG0000068	Cr	MSYJ039490.1	0.63679
OG0000068	Cr	MSYJ040990.1	9.23586
OG0000068	Cr	MSYJ045280.1	12.1696
OG0000068	Cr	MSYJ153570.1	0
OG0000068	Cr	MSYJ180370.1	8.52381
OG0000068	Cr	MSYJ194930.1	1.91212
OG0000068	Cr	MSYJ212910.1	3.25335
OG0000068	Cr	MSYJ222710.1	32.6029
OG0000068	Cr	MSYJ222720.1	2.88359
OG0000068	Cr	MSYJ222730.1	0.830191
OG0000068	Cr	MSYJ222750.1	0.0696403
OG0000068	Cr	MSYJ222760.1	0.152722
OG0000068	Cr	MSYJ222780.1	0
OG0000068	Cr	MSYJ270580.1	2.97664
OG0000068	Cr	MSYJ270590.1	0
OG0000068	Cr	MSYJ270600.1	0
OG0000068	Cr	MSYJ270610.1	0.0964836
OG0000068	Cr	MSYJ274120.1	0
OG0000069	Cr	MSYJ045510.1	0
OG0000069	Cr	MSYJ064340.1	0.120589
OG0000069	Cr	MSYJ097940.1	0
OG0000069	Cr	MSYJ098390.1	0.0658098
OG0000069	Cr	MSYJ126940.1	0.0318657
OG0000069	Cr	MSYJ154810.1	0
OG0000069	Cr	MSYJ194670.1	0
OG0000069	Cr	MSYJ197430.1	0
OG0000069	Cr	MSYJ207560.1	0
OG0000069	Cr	MSYJ207590.1	0.171784
OG0000069	Cr	MSYJ207650.1	0
OG0000069	Cr	MSYJ207790.1	0
OG0000069	Cr	MSYJ208420.1	0
OG0000069	Cr	MSYJ226720.1	0.103569
OG0000069	Cr	MSYJ226740.1	0
OG0000069	Cr	MSYJ226760.1	0.0157994
OG0000069	Cr	MSYJ230330.1	0
OG0000069	Cr	MSYJ266020.1	0
OG0000069	Cr	MSYJ275690.1	0
OG0000069	Cr	MSYJ280240.1	0
OG0000070	Cr	MSYJ003240.1	0.856488
OG0000070	Cr	MSYJ008300.1	0
OG0000070	Cr	MSYJ022090.1	0
OG0000070	Cr	MSYJ052400.1	0
OG0000070	Cr	MSYJ053600.1	0
OG0000070	Cr	MSYJ062130.1	0
OG0000070	Cr	MSYJ062190.1	0
OG0000070	Cr	MSYJ062250.1	0.138252
OG0000070	Cr	MSYJ125940.1	0
OG0000070	Cr	MSYJ129100.1	0
OG0000070	Cr	MSYJ130360.1	0
OG0000070	Cr	MSYJ144340.1	0
OG0000070	Cr	MSYJ146090.1	0
OG0000070	Cr	MSYJ175200.1	1.33857
OG0000070	Cr	MSYJ193940.1	0
OG0000070	Cr	MSYJ211700.1	0
OG0000070	Cr	MSYJ212530.1	0
OG0000070	Cr	MSYJ259790.1	0
OG0000070	Cr	MSYJ267970.1	0
OG0000070	Cr	MSYJ268060.1	0
OG0000070	Cr	MSYJ275080.1	0
OG0000070	Cr	MSYJ280520.1	0
OG0000071	Cs	Cs2g15170.1	0
OG0000071	Cr	MSYJ006640.1	0.209687
OG0000071	Cr	MSYJ009700.1	0
OG0000071	Cr	MSYJ023740.1	0
OG0000071	Cr	MSYJ044890.1	0
OG0000071	Cr	MSYJ061310.1	0
OG0000071	Cr	MSYJ061320.1	0.0468858
OG0000071	Cr	MSYJ085170.1	0
OG0000071	Cr	MSYJ091480.1	0
OG0000071	Cr	MSYJ098690.1	0
OG0000071	Cr	MSYJ105000.1	0
OG0000071	Cr	MSYJ105010.1	0
OG0000071	Cr	MSYJ130850.1	0.0215905
OG0000071	Cr	MSYJ149850.1	0
OG0000071	Cr	MSYJ149860.1	0
OG0000071	Cr	MSYJ194500.1	0
OG0000071	Cr	MSYJ238090.1	0
OG0000071	Cr	MSYJ250770.1	0
OG0000071	Cr	MSYJ258850.1	0.534476
OG0000071	Cr	MSYJ267740.1	0
OG0000071	Cr	MSYJ268930.1	0
OG0000071	Cr	MSYJ280190.1	0
OG0000072	Cs	Cs2g08490.1	0
OG0000072	Cs	Cs2g25840.1	0
OG0000072	Cs	Cs2g30070.1	0
OG0000072	Cs	Cs2g30080.1	0
OG0000072	Cs	Cs3g24285.1	24.9777
OG0000072	Cs	Cs4g14240.1	0
OG0000072	Cs	Cs4g14490.1	0.0409028
OG0000072	Cs	Cs6g01420.1	0
OG0000072	Cs	Cs6g02900.1	0
OG0000072	Cs	Cs7g14980.1	0
OG0000072	Cs	Cs7g17810.1	0
OG0000072	Cs	Cs7g25120.1	0
OG0000072	Cs	Cs9g15860.1	4.77045
OG0000072	Cr	MSYJ089070.1	0
OG0000072	Cs	orange1.1t00688.1	0
OG0000072	Cs	orange1.1t01019.1	0
OG0000072	Cs	orange1.1t01064.1	0
OG0000072	Cs	orange1.1t02424.1	0
OG0000072	Cs	orange1.1t04015.1	0
OG0000072	Cs	orange1.1t04343.1	0
OG0000072	Cs	orange1.1t04344.1	0
OG0000072	Cs	orange1.1t04350.1	0
OG0000073	Cs	Cs3g06780.1	0
OG0000073	Cs	Cs3g06820.1	0
OG0000073	Cs	Cs3g06830.1	0.561758
OG0000073	Cs	Cs3g06840.2	1.63578
OG0000073	Cs	Cs3g11760.1	3.97167
OG0000073	Cs	Cs3g11790.1	6.71783
OG0000073	Cs	Cs3g11840.1	10.5482
OG0000073	Cs	Cs3g15740.3	180.057
OG0000073	Cs	Cs3g15750.1	117.219
OG0000073	Cs	Cs9g11020.1	0
OG0000073	Cr	MSYJ010210.1	10.3042
OG0000073	Cr	MSYJ066720.1	145.955
OG0000073	Cr	MSYJ168260.1	0.81265
OG0000073	Cr	MSYJ170130.1	0.0551401
OG0000073	Cr	MSYJ222590.1	0.67124
OG0000073	Cr	MSYJ222610.1	0.0572695
OG0000073	Cr	MSYJ226230.1	2.53124
OG0000073	Cr	MSYJ268030.1	0.191524
OG0000073	Cs	orange1.1t05122.1	0.0558115
OG0000073	Cs	orange1.1t05275.1	0
OG0000074	Cr	MSYJ013540.1	0
OG0000074	Cr	MSYJ015140.1	0.372663
OG0000074	Cr	MSYJ021760.1	0
OG0000074	Cr	MSYJ026740.1	0
OG0000074	Cr	MSYJ041020.1	0
OG0000074	Cr	MSYJ044420.1	0
OG0000074	Cr	MSYJ057710.1	0
OG0000074	Cr	MSYJ057800.1	0
OG0000074	Cr	MSYJ059360.1	0
OG0000074	Cr	MSYJ061290.1	0
OG0000074	Cr	MSYJ067970.1	0
OG0000074	Cr	MSYJ077380.1	0
OG0000074	Cr	MSYJ091270.1	0
OG0000074	Cr	MSYJ103670.1	0
OG0000074	Cr	MSYJ103840.1	0
OG0000074	Cr	MSYJ146310.1	0
OG0000074	Cr	MSYJ170220.1	0
OG0000074	Cr	MSYJ212140.1	0
OG0000074	Cr	MSYJ235050.1	0
OG0000074	Cr	MSYJ265920.1	0
OG0000074	Cr	MSYJ282320.1	0
OG0000074	Cs	orange1.1t05159.1	0
