Orthogroup	Species	Gene	TPM
OG0000787	Cs	Cs5g17370.1	4.97869
OG0000787	Cs	Cs5g17370.2	0.65525
OG0000787	Cr	MSYJ080080.1	0
OG0000787	Cr	MSYJ080090.1	0
OG0000787	Cr	MSYJ163360.1	0.111447
OG0000787	Cr	MSYJ163410.1	0
OG0000787	Cr	MSYJ275050.1	5.75968
OG0000787	Cr	MSYJ285630.1	4.3998
OG0000788	Cs	Cs8g19340.1	1.89673
OG0000788	Cs	Cs8g19340.2	2.33328
OG0000788	Cs	Cs8g19340.3	6.7097
OG0000788	Cs	Cs8g19340.4	10.0065
OG0000788	Cr	MSYJ204940.1	7.10476
OG0000788	Cr	MSYJ204940.2	2.50087
OG0000788	Cr	MSYJ204940.3	2.50087
OG0000788	Cr	MSYJ204940.4	2.50087
OG0000789	Cs	Cs2g18220.1	82.468
OG0000789	Cs	Cs2g18220.2	28.7303
OG0000789	Cs	Cs2g18220.3	3.50912
OG0000789	Cs	Cs2g18220.4	308.72
OG0000789	Cr	MSYJ056050.1	55.5984
OG0000789	Cr	MSYJ056050.2	55.5984
OG0000789	Cr	MSYJ056050.3	55.5984
OG0000789	Cr	MSYJ056050.4	55.5984
OG0000790	Cs	Cs3g17060.1	44.2488
OG0000790	Cs	Cs3g17060.2	22.7946
OG0000790	Cs	Cs3g17060.3	4.14861
OG0000790	Cs	Cs3g17060.4	46.0758
OG0000790	Cr	MSYJ065500.1	14.9532
OG0000790	Cr	MSYJ065500.2	14.9532
OG0000790	Cr	MSYJ065500.3	14.9532
OG0000790	Cr	MSYJ065500.4	14.9532
OG0000791	Cs	Cs1g03360.2	2.99966
OG0000791	Cr	MSYJ108060.10	1.05179
OG0000791	Cr	MSYJ108060.2	1.05179
OG0000791	Cr	MSYJ108060.3	1.05179
OG0000791	Cr	MSYJ108060.5	1.05179
OG0000791	Cr	MSYJ108060.6	1.05179
OG0000791	Cr	MSYJ108060.8	1.05179
OG0000791	Cr	MSYJ108060.9	1.05179
OG0000792	Cs	Cs1g15450.1	15.6006
OG0000792	Cr	MSYJ014110.1	1.46345
OG0000792	Cr	MSYJ014110.2	1.46345
OG0000792	Cr	MSYJ014110.3	1.46345
OG0000792	Cr	MSYJ014110.4	1.46345
OG0000792	Cr	MSYJ014110.5	0
OG0000792	Cr	MSYJ014110.6	1.46345
OG0000792	Cr	MSYJ014110.7	0
OG0000793	Cs	Cs1g23220.1	23.3289
OG0000793	Cr	MSYJ276200.1	10.9023
OG0000793	Cr	MSYJ276200.2	10.9023
OG0000793	Cr	MSYJ276200.3	0
OG0000793	Cr	MSYJ276200.4	10.9023
OG0000793	Cr	MSYJ276200.5	0
OG0000793	Cr	MSYJ276200.6	0
OG0000793	Cr	MSYJ276200.7	0
OG0000794	Cs	Cs1g19310.1	56.2837
OG0000794	Cs	Cs5g28880.1	6.29721
OG0000794	Cs	Cs5g28880.2	307.189
OG0000794	Cs	Cs5g28880.3	0
OG0000794	Cs	Cs5g28880.4	1.22677
OG0000794	Cs	Cs5g28880.5	1.17927
OG0000794	Cr	MSYJ220950.1	3.07563
OG0000794	Cr	MSYJ220950.2	231.564
OG0000795	Cs	Cs2g13650.1	4.14215
OG0000795	Cs	Cs2g13650.2	10.2865
OG0000795	Cs	Cs2g13660.1	6.91154
OG0000795	Cr	MSYJ134570.1	12.2275
OG0000795	Cr	MSYJ134570.2	0.136136
OG0000795	Cr	MSYJ134570.3	0.136136
OG0000795	Cr	MSYJ134570.4	1.71198
OG0000795	Cr	MSYJ134570.5	1.71198
OG0000796	Cs	Cs2g11270.1	0.105817
OG0000796	Cr	MSYJ132370.1	0.0191316
OG0000796	Cr	MSYJ132370.2	0.0191316
OG0000796	Cr	MSYJ132370.3	0.0191316
OG0000796	Cr	MSYJ132370.4	0.0191316
OG0000796	Cr	MSYJ132370.5	0.0191316
OG0000796	Cr	MSYJ132380.1	17.0869
OG0000796	Cr	MSYJ132380.2	17.0869
OG0000797	Cr	MSYJ127250.1	0
OG0000797	Cr	MSYJ153710.1	0
OG0000797	Cr	MSYJ240220.1	4.10785
OG0000797	Cr	MSYJ271020.1	0
OG0000797	Cr	MSYJ272370.1	0
OG0000797	Cr	MSYJ275440.1	25.0405
OG0000797	Cr	MSYJ275450.1	0
OG0000797	Cs	orange1.1t04657.1	0.53693
OG0000798	Cr	MSYJ015180.1	19.0374
OG0000798	Cr	MSYJ072560.1	9.90745
OG0000798	Cr	MSYJ173080.1	0.347412
OG0000798	Cr	MSYJ173100.1	0
OG0000798	Cr	MSYJ173660.1	2.67462
OG0000798	Cr	MSYJ216240.1	11.5664
OG0000798	Cr	MSYJ240490.1	0
OG0000798	Cr	MSYJ275790.1	0
OG0000799	Cs	Cs3g12630.1	4.50763
OG0000799	Cs	Cs3g12630.2	5.88549
OG0000799	Cs	Cs3g12630.3	3.73959
OG0000799	Cr	MSYJ087850.1	3.20683
OG0000799	Cr	MSYJ087850.2	3.20683
OG0000799	Cr	MSYJ087850.3	3.20683
OG0000799	Cr	MSYJ087850.4	3.20683
OG0000799	Cr	MSYJ087850.5	3.20683
OG0000800	Cs	Cs5g06670.5	5.42242
OG0000800	Cr	MSYJ077600.1	0.0728015
OG0000800	Cr	MSYJ093010.4	3.8794
OG0000800	Cr	MSYJ093010.6	0
OG0000800	Cr	MSYJ093010.7	0
OG0000800	Cr	MSYJ093010.8	0
OG0000800	Cr	MSYJ093010.9	0
OG0000800	Cr	MSYJ269510.1	17.0781
OG0000801	Cs	Cs2g14530.1	24.6746
OG0000801	Cs	Cs2g14530.2	0
OG0000801	Cr	MSYJ260520.1	4.58028
OG0000801	Cr	MSYJ260520.2	0
OG0000801	Cr	MSYJ260520.3	0
OG0000801	Cr	MSYJ260520.4	0
OG0000801	Cr	MSYJ260520.5	0
OG0000801	Cr	MSYJ260520.6	0.684398
OG0000802	Cs	Cs6g04060.1	64.3362
OG0000802	Cs	Cs6g04060.2	5.44803
OG0000802	Cs	Cs6g04060.3	0
OG0000802	Cs	Cs6g04060.4	0.976337
OG0000802	Cr	MSYJ200710.1	0
OG0000802	Cr	MSYJ200710.2	9.43305
OG0000802	Cr	MSYJ200710.3	9.43305
OG0000802	Cr	MSYJ200710.4	4.49682
OG0000803	Cs	Cs6g01690.2	2.51971
OG0000803	Cs	Cs6g01690.3	33.6404
OG0000803	Cs	Cs6g01690.5	1.76106
OG0000803	Cr	MSYJ174090.3	2.65188
OG0000803	Cr	MSYJ174090.5	2.65188
OG0000803	Cr	MSYJ174090.7	2.65188
OG0000803	Cr	MSYJ174090.8	2.65188
OG0000803	Cr	MSYJ174090.9	2.65188
OG0000804	Cs	Cs9g07740.1	7.40486
OG0000804	Cs	Cs9g07740.2	6.26731
OG0000804	Cs	Cs9g07740.3	4.2791
OG0000804	Cs	Cs9g07740.4	9.99549
OG0000804	Cs	Cs9g07740.5	0.148465
OG0000804	Cs	Cs9g07740.6	0
OG0000804	Cr	MSYJ165210.1	11.7205
OG0000804	Cr	MSYJ165210.2	18.1124
OG0000805	Cs	Cs5g17900.1	12.4711
OG0000805	Cs	Cs5g17920.1	45.7219
OG0000805	Cr	MSYJ154640.1	8.81816
OG0000805	Cr	MSYJ286020.1	0.774399
OG0000805	Cr	MSYJ286020.2	0.774399
OG0000805	Cr	MSYJ286020.3	0.774399
OG0000805	Cr	MSYJ286020.4	77.521
OG0000805	Cr	MSYJ286020.5	30.9423
OG0000806	Cs	Cs2g10730.1	9.42887
OG0000806	Cs	Cs2g10730.2	35.0759
OG0000806	Cs	Cs2g10730.3	16.3288
OG0000806	Cs	Cs2g10730.4	10.0326
OG0000806	Cs	Cs2g10730.5	1.61187
OG0000806	Cr	MSYJ131900.1	15.2791
OG0000806	Cr	MSYJ131900.2	15.2791
OG0000806	Cr	MSYJ131900.3	15.2791
OG0000807	Cs	Cs3g24740.1	82.014
OG0000807	Cs	Cs3g24740.2	1.086
OG0000807	Cs	Cs3g24740.3	46.2727
OG0000807	Cs	Cs3g24740.4	0.207053
OG0000807	Cr	MSYJ256670.1	15.4507
OG0000807	Cr	MSYJ256670.2	15.4507
OG0000807	Cr	MSYJ256670.3	31.037
OG0000807	Cr	MSYJ256670.4	15.4507
OG0000808	Cs	Cs5g22250.1	0
OG0000808	Cs	Cs6g03870.1	0
OG0000808	Cs	Cs9g18940.1	0
OG0000808	Cr	MSYJ062300.1	0.439084
OG0000808	Cr	MSYJ102360.1	0
OG0000808	Cr	MSYJ151860.1	12.0392
OG0000808	Cs	orange1.1t00121.1	3.14118
OG0000808	Cs	orange1.1t01489.1	0
OG0000809	Cs	Cs6g11300.1	2.46153
OG0000809	Cs	Cs6g11310.1	29.554
OG0000809	Cs	Cs6g11310.2	53.016
OG0000809	Cr	MSYJ014580.1	0
OG0000809	Cr	MSYJ030790.1	424.571
OG0000809	Cr	MSYJ265400.1	4.13544
OG0000809	Cr	MSYJ265400.2	0
OG0000809	Cr	MSYJ265410.1	0.181352
OG0000810	Cs	Cs2g21380.1	5.12671
OG0000810	Cs	Cs2g21380.2	4.21297
OG0000810	Cr	MSYJ027630.1	1.30827
OG0000810	Cr	MSYJ027630.2	1.30827
OG0000810	Cr	MSYJ027630.3	1.30827
OG0000810	Cr	MSYJ027630.4	1.30827
OG0000810	Cr	MSYJ027630.5	1.30827
OG0000810	Cr	MSYJ027630.6	1.30827
OG0000811	Cr	MSYJ109390.1	0.0193002
OG0000811	Cr	MSYJ109390.2	0.0193002
OG0000811	Cr	MSYJ109390.3	0.0193002
OG0000811	Cr	MSYJ109390.4	0.0193002
OG0000811	Cr	MSYJ109390.5	0
OG0000811	Cr	MSYJ109390.6	0.0193002
OG0000811	Cr	MSYJ109390.7	0.0193002
OG0000811	Cs	orange1.1t00281.1	0.544507
OG0000812	Cr	MSYJ108360.1	0.232721
OG0000812	Cr	MSYJ108360.2	0.232721
OG0000812	Cr	MSYJ108360.3	0.232721
OG0000812	Cr	MSYJ108360.4	0.232721
OG0000812	Cr	MSYJ108360.5	0.232721
OG0000812	Cs	orange1.1t00179.1	0.577738
OG0000812	Cs	orange1.1t00179.2	0.333717
OG0000812	Cs	orange1.1t00179.3	0.598922
OG0000813	Cs	Cs1g14310.1	10.9423
OG0000813	Cr	MSYJ041880.1	1.76527
OG0000813	Cr	MSYJ041880.2	0
OG0000813	Cr	MSYJ041880.3	1.76527
OG0000813	Cr	MSYJ041880.4	1.76527
OG0000813	Cr	MSYJ041880.5	1.76527
OG0000813	Cr	MSYJ041880.6	5.08548
OG0000813	Cr	MSYJ041880.7	0
OG0000814	Cs	Cs2g27530.1	0
OG0000814	Cr	MSYJ050930.1	2.87663
OG0000814	Cr	MSYJ059590.1	0.0498519
OG0000814	Cr	MSYJ059590.2	0.0498519
OG0000814	Cr	MSYJ059590.3	0.0498519
OG0000814	Cr	MSYJ059590.4	0.0498519
OG0000814	Cr	MSYJ059590.5	0.0498519
OG0000814	Cr	MSYJ095620.1	0
OG0000815	Cr	MSYJ057630.1	6.29798
OG0000815	Cr	MSYJ057660.1	0.723418
OG0000815	Cr	MSYJ154750.1	2.33913
OG0000815	Cr	MSYJ154750.2	2.33913
OG0000815	Cr	MSYJ247870.1	0.770918
OG0000815	Cr	MSYJ267880.2	4.10125
OG0000815	Cr	MSYJ279980.1	1.21386
OG0000815	Cs	orange1.1t03080.1	0
OG0000816	Cs	Cs5g32320.2	1.2501
OG0000816	Cr	MSYJ217790.10	1.65108
OG0000816	Cr	MSYJ217790.3	0.000348556
OG0000816	Cr	MSYJ217790.4	1.65108
OG0000816	Cr	MSYJ217790.5	0
OG0000816	Cr	MSYJ217790.6	0
OG0000816	Cr	MSYJ217790.7	0
OG0000816	Cr	MSYJ217790.9	0
OG0000817	Cs	Cs1g08170.1	18.6055
OG0000817	Cr	MSYJ284800.1	2.38552
OG0000817	Cr	MSYJ284800.2	2.38552
OG0000817	Cr	MSYJ284800.3	2.38552
OG0000817	Cr	MSYJ284800.4	2.38552
OG0000817	Cr	MSYJ284800.5	2.38552
OG0000817	Cr	MSYJ284800.6	2.38552
OG0000817	Cr	MSYJ284800.7	2.38552
OG0000818	Cs	Cs5g27070.1	26.442
OG0000818	Cr	MSYJ252030.1	0
OG0000818	Cr	MSYJ252030.2	0
OG0000818	Cr	MSYJ252030.3	9.55121
OG0000818	Cr	MSYJ252030.4	3.94268e-08
OG0000818	Cr	MSYJ252030.5	3.94268e-08
OG0000818	Cr	MSYJ252030.6	0
OG0000818	Cr	MSYJ252030.7	0
OG0000819	Cs	Cs5g11570.1	6.14296
OG0000819	Cs	Cs5g11570.2	10.4759
OG0000819	Cs	Cs5g11570.3	0.945342
OG0000819	Cs	Cs5g11570.4	0.0471029
OG0000819	Cr	MSYJ176650.1	6.05961
OG0000819	Cr	MSYJ176650.2	1.52249
OG0000819	Cr	MSYJ176650.3	1.52249
OG0000819	Cr	MSYJ176650.4	6.05961
OG0000820	Cr	MSYJ109360.1	0
OG0000820	Cr	MSYJ109360.2	1.03876
OG0000820	Cr	MSYJ210450.1	0.0221629
OG0000820	Cr	MSYJ210450.2	0.0221629
OG0000820	Cr	MSYJ210450.3	0
OG0000820	Cr	MSYJ210450.4	0.0221629
OG0000820	Cr	MSYJ210450.5	0.0221629
OG0000820	Cs	orange1.1t00278.1	0.10917
OG0000821	Cs	Cs3g09840.2	0
OG0000821	Cs	Cs5g33020.3	92.7985
OG0000821	Cr	MSYJ079710.2	8.60195
OG0000821	Cr	MSYJ079710.4	8.60195
OG0000821	Cr	MSYJ079710.5	8.60195
OG0000821	Cr	MSYJ079710.6	6.15133
OG0000821	Cr	MSYJ079710.7	10.1169
OG0000821	Cr	MSYJ100030.3	0
OG0000822	Cs	Cs2g27250.1	46.2043
OG0000822	Cs	Cs2g27250.2	1.55827
OG0000822	Cr	MSYJ059850.1	3.04354
OG0000822	Cr	MSYJ059850.2	3.04354
OG0000822	Cr	MSYJ059850.3	3.04354
OG0000822	Cr	MSYJ059850.4	3.04354
OG0000822	Cr	MSYJ059850.5	0
OG0000822	Cr	MSYJ059850.6	3.04354
OG0000823	Cs	Cs2g30300.1	2.08376
OG0000823	Cs	Cs2g30300.2	0.135587
OG0000823	Cs	Cs2g30300.3	11.1277
OG0000823	Cs	Cs2g30300.4	0.929342
OG0000823	Cr	MSYJ193280.1	6.90772
OG0000823	Cr	MSYJ193280.2	6.90772
OG0000823	Cr	MSYJ193280.3	6.90772
OG0000823	Cr	MSYJ193280.4	6.90772
OG0000824	Cs	Cs7g18770.1	0
OG0000824	Cs	Cs7g18770.2	2.35083e-08
OG0000824	Cs	Cs7g18770.3	12.0674
OG0000824	Cs	Cs7g18770.5	2.5685
OG0000824	Cs	Cs7g18770.6	28.8482
OG0000824	Cr	MSYJ281900.1	9.2695
OG0000824	Cr	MSYJ281900.3	9.2695
OG0000824	Cr	MSYJ281900.4	0.0516035
OG0000825	Cs	Cs9g09670.1	22.0743
OG0000825	Cr	MSYJ022690.1	0.192885
OG0000825	Cr	MSYJ022690.2	9.27847
OG0000825	Cr	MSYJ022690.3	0.192885
OG0000825	Cr	MSYJ022690.4	0.192885
OG0000825	Cr	MSYJ022690.5	4.92013
OG0000825	Cr	MSYJ022690.6	0
OG0000825	Cr	MSYJ022690.7	0.192885
OG0000826	Cs	Cs4g04560.1	1.42677
OG0000826	Cs	Cs4g04560.2	0.708083
OG0000826	Cr	MSYJ121000.1	0
OG0000826	Cr	MSYJ121000.2	0.861285
OG0000826	Cr	MSYJ121000.3	0.861285
OG0000826	Cr	MSYJ121000.4	0.861285
OG0000826	Cr	MSYJ121000.5	0.861285
OG0000826	Cr	MSYJ121000.6	0.861285
OG0000827	Cs	Cs1g22620.1	26.7259
OG0000827	Cr	MSYJ182450.1	5.0183
OG0000827	Cr	MSYJ182450.2	5.0183
OG0000827	Cr	MSYJ182450.3	5.0183
OG0000827	Cr	MSYJ182450.4	0
OG0000827	Cr	MSYJ182450.5	0
OG0000827	Cr	MSYJ182450.6	0
OG0000827	Cr	MSYJ182450.7	0
OG0000828	Cs	Cs2g30900.1	69.2538
OG0000828	Cs	Cs2g30900.2	76.2377
OG0000828	Cs	Cs2g30900.3	1.34425
OG0000828	Cr	MSYJ011250.1	0.252708
OG0000828	Cr	MSYJ192730.1	11.0723
OG0000828	Cr	MSYJ192730.2	5.54044
OG0000828	Cr	MSYJ192730.3	66.2213
OG0000828	Cs	orange1.1t05808.1	0
OG0000829	Cs	Cs6g16630.1	9.74888
OG0000829	Cr	MSYJ035610.1	0.854974
OG0000829	Cr	MSYJ035610.2	0.854974
OG0000829	Cr	MSYJ035610.3	0.854974
OG0000829	Cr	MSYJ035610.4	0.854974
OG0000829	Cr	MSYJ035610.5	0.854974
OG0000829	Cr	MSYJ035610.6	0.854974
OG0000829	Cr	MSYJ035610.7	0.854974
OG0000830	Cs	Cs2g01480.2	5.16967
OG0000830	Cs	Cs2g01480.3	1.56933
OG0000830	Cr	MSYJ189290.2	1.20232
OG0000830	Cr	MSYJ189290.3	1.20232
OG0000830	Cr	MSYJ189290.4	1.20232
OG0000830	Cr	MSYJ189290.5	9.6523
OG0000830	Cr	MSYJ189290.6	1.20232
OG0000830	Cr	MSYJ189290.7	1.20232
OG0000831	Cs	Cs4g04680.1	0
OG0000831	Cs	Cs4g04730.1	0
OG0000831	Cs	Cs4g04740.1	0.0635032
OG0000831	Cs	Cs9g13320.1	0.550882
OG0000831	Cr	MSYJ008310.1	0
OG0000831	Cr	MSYJ008310.2	0
OG0000831	Cr	MSYJ121100.1	0
OG0000831	Cr	MSYJ223520.1	0
OG0000832	Cs	Cs3g12240.1	2.69243
OG0000832	Cs	Cs3g12240.2	12.5101
OG0000832	Cs	Cs3g12240.3	16.063
OG0000832	Cs	Cs3g12270.1	5.52776
OG0000832	Cr	MSYJ009930.1	2.18193
OG0000832	Cr	MSYJ009930.2	13.3138
OG0000832	Cr	MSYJ009930.3	2.18193
OG0000832	Cr	MSYJ009930.4	2.18193
OG0000833	Cs	Cs5g06480.1	0.201547
OG0000833	Cs	Cs5g06490.1	0.390429
OG0000833	Cs	Cs5g06500.1	0
OG0000833	Cs	Cs5g06540.1	0
OG0000833	Cr	MSYJ093190.1	0.433072
OG0000833	Cr	MSYJ093190.2	1.34201
OG0000833	Cr	MSYJ093190.3	0.433072
OG0000833	Cr	MSYJ093190.4	1.34201
OG0000834	Cs	Cs2g12030.1	24.077
OG0000834	Cs	Cs2g12030.2	2.99788
OG0000834	Cs	Cs2g12030.3	13.6233
OG0000834	Cr	MSYJ133100.1	7.05361
OG0000834	Cr	MSYJ133100.2	7.05361
OG0000834	Cr	MSYJ133100.3	6.87341
OG0000834	Cr	MSYJ133100.4	6.87341
OG0000834	Cr	MSYJ133100.5	6.87341
OG0000835	Cs	Cs7g28630.1	221.114
OG0000835	Cs	Cs7g28630.2	113.33
OG0000835	Cs	Cs7g28630.3	1.71695
OG0000835	Cs	Cs7g28630.4	4.11509
OG0000835	Cr	MSYJ206350.1	20.7401
OG0000835	Cr	MSYJ206350.2	162.315
OG0000835	Cr	MSYJ224040.1	311.959
OG0000835	Cr	MSYJ224040.2	311.959
OG0000836	Cs	Cs8g17660.1	0.0553445
OG0000836	Cs	Cs8g17660.2	9.22416
OG0000836	Cs	Cs8g17660.3	14.3671
OG0000836	Cs	Cs8g17660.4	2.39423e-05
OG0000836	Cs	Cs8g17660.5	25.8675
OG0000836	Cs	Cs8g17660.6	1.37434
OG0000836	Cr	MSYJ206590.1	29.5442
OG0000836	Cr	MSYJ206590.2	44.6395
OG0000837	Cs	Cs8g12980.1	0
OG0000837	Cr	MSYJ040050.1	0
OG0000837	Cr	MSYJ040060.1	0
OG0000837	Cr	MSYJ212450.1	0
OG0000837	Cr	MSYJ241010.1	0.0241045
OG0000837	Cr	MSYJ241010.2	0
OG0000837	Cr	MSYJ241010.3	0.0263347
OG0000837	Cr	MSYJ259460.1	0
OG0000838	Cs	Cs4g16790.1	1.99933
OG0000838	Cs	Cs4g16790.2	10.9483
OG0000838	Cs	Cs4g16790.3	34.4156
OG0000838	Cs	Cs4g16790.4	7.3202
OG0000838	Cr	MSYJ150030.1	7.2997
OG0000838	Cr	MSYJ150030.2	8.56749
OG0000838	Cr	MSYJ150030.3	14.1577
OG0000838	Cr	MSYJ150030.4	5.53412
OG0000839	Cs	Cs8g02510.1	77.3333
OG0000839	Cs	Cs8g02510.2	1.21371
OG0000839	Cs	Cs8g02510.3	39.2852
OG0000839	Cr	MSYJ143240.1	6.15775
OG0000839	Cr	MSYJ143240.2	6.15775
OG0000839	Cr	MSYJ143240.3	6.15775
OG0000839	Cr	MSYJ143240.4	6.15775
OG0000839	Cr	MSYJ143240.5	6.15775
OG0000840	Cr	MSYJ096500.1	16.8678
OG0000840	Cr	MSYJ096500.2	16.8678
OG0000840	Cr	MSYJ096500.3	16.8678
OG0000840	Cr	MSYJ096500.4	16.8678
OG0000840	Cs	orange1.1t01165.1	217.17
OG0000840	Cs	orange1.1t01165.2	1.53944
OG0000840	Cs	orange1.1t01165.3	5.52469
OG0000840	Cs	orange1.1t01165.4	31.1944
OG0000841	Cs	Cs8g06690.1	0.833148
OG0000841	Cr	MSYJ014400.1	1.08176
OG0000841	Cr	MSYJ014400.2	1.08176
OG0000841	Cr	MSYJ014400.3	1.08176
OG0000841	Cr	MSYJ014400.4	1.08176
OG0000841	Cr	MSYJ014400.5	0.980669
OG0000841	Cr	MSYJ014400.6	0.980669
OG0000841	Cs	orange1.1t01914.1	6.41473
OG0000842	Cs	Cs5g07620.1	42.4246
OG0000842	Cs	Cs5g07620.2	27.8645
OG0000842	Cs	Cs5g07620.3	62.6046
OG0000842	Cs	Cs5g07620.4	41.8202
OG0000842	Cr	MSYJ092230.1	24.4819
OG0000842	Cr	MSYJ092230.2	24.4819
OG0000842	Cr	MSYJ092230.3	24.4819
OG0000842	Cr	MSYJ092230.4	24.4819
OG0000843	Cr	MSYJ016230.1	3.26854
OG0000843	Cr	MSYJ016230.10	3.26854
OG0000843	Cr	MSYJ016230.3	3.26854
OG0000843	Cr	MSYJ016230.6	3.26854
OG0000843	Cr	MSYJ016230.7	3.26854
OG0000843	Cs	orange1.1t02342.2	20.4603
OG0000843	Cs	orange1.1t02342.4	7.24483
OG0000843	Cs	orange1.1t02342.8	8.8784e-05
OG0000844	Cs	Cs1g11020.1	3.43693
OG0000844	Cr	MSYJ005100.1	0
OG0000844	Cr	MSYJ005140.1	5.54495
OG0000844	Cr	MSYJ080590.1	0
OG0000844	Cr	MSYJ137890.1	0
OG0000844	Cr	MSYJ224230.1	2.4525
OG0000844	Cr	MSYJ267940.1	0
OG0000844	Cs	orange1.1t05990.1	0
OG0000845	Cr	MSYJ008420.1	0
OG0000845	Cr	MSYJ051680.1	0
OG0000845	Cr	MSYJ052250.1	0
OG0000845	Cr	MSYJ151650.1	0
OG0000845	Cr	MSYJ175250.1	0
OG0000845	Cr	MSYJ222360.1	0
OG0000845	Cr	MSYJ231090.1	0
OG0000845	Cr	MSYJ273390.1	0.043134
OG0000846	Cs	Cs1g21180.1	10.4639
OG0000846	Cs	Cs1g21180.2	118.325
OG0000846	Cs	Cs1g21180.3	0
OG0000846	Cs	Cs1g21180.4	0.645117
OG0000846	Cr	MSYJ047300.1	4.9939
OG0000846	Cr	MSYJ047300.2	4.9939
OG0000846	Cr	MSYJ047300.3	19.3424
OG0000846	Cr	MSYJ047300.4	19.3424
OG0000847	Cs	Cs3g03480.1	0.71554
OG0000847	Cs	Cs3g03480.2	0.86672
OG0000847	Cr	MSYJ062370.1	3.04493
OG0000847	Cr	MSYJ062390.1	0
OG0000847	Cr	MSYJ062400.1	0
OG0000847	Cr	MSYJ062480.1	0
OG0000847	Cr	MSYJ097090.1	0
OG0000847	Cr	MSYJ275150.1	0
OG0000848	Cr	MSYJ024890.1	1.95768
OG0000848	Cr	MSYJ024890.2	1.95768
OG0000848	Cr	MSYJ024890.4	0.519899
OG0000848	Cr	MSYJ024890.5	0.000307133
OG0000848	Cr	MSYJ215350.1	5.81135
OG0000848	Cr	MSYJ215350.2	5.81135
OG0000848	Cr	MSYJ215350.3	5.81135
OG0000848	Cs	orange1.1t03016.6	0.544879
OG0000849	Cs	Cs2g09710.1	33.6776
OG0000849	Cs	Cs2g09710.2	0
OG0000849	Cs	Cs2g09710.3	1.26965
OG0000849	Cs	Cs2g09710.4	9.21544
OG0000849	Cs	Cs2g09710.5	7.19293
OG0000849	Cr	MSYJ125640.1	10.9025
OG0000849	Cr	MSYJ125640.2	1.82472
OG0000849	Cr	MSYJ125640.3	10.9025
OG0000850	Cr	MSYJ225080.1	7.42429
OG0000850	Cr	MSYJ225080.2	7.42429
OG0000850	Cr	MSYJ225080.3	7.42429
OG0000850	Cs	orange1.1t03675.1	8.85632
OG0000850	Cs	orange1.1t03675.2	31.9711
OG0000850	Cs	orange1.1t03675.3	0.0858603
OG0000850	Cs	orange1.1t03675.4	2.15818
OG0000850	Cs	orange1.1t03675.5	0.386146
OG0000851	Cs	Cs2g09770.2	13.8656
OG0000851	Cs	Cs2g09770.3	24.529
OG0000851	Cs	Cs2g09770.4	1.46908
OG0000851	Cs	Cs2g09770.5	1.32208
OG0000851	Cr	MSYJ130910.1	11.2668
OG0000851	Cr	MSYJ130910.2	11.2668
OG0000851	Cr	MSYJ130910.3	20.3169
OG0000851	Cr	MSYJ130910.4	11.2668
OG0000852	Cr	MSYJ108470.2	6.75584
OG0000852	Cr	MSYJ108470.3	0.544169
OG0000852	Cr	MSYJ108470.4	6.75584
OG0000852	Cr	MSYJ108470.5	0.544169
OG0000852	Cr	MSYJ108470.6	6.75584
OG0000852	Cr	MSYJ108470.7	0.544169
OG0000852	Cr	MSYJ108470.8	0.544169
OG0000852	Cs	orange1.1t00192.2	3.08014
OG0000853	Cs	Cs2g17430.1	32.3093
OG0000853	Cs	Cs2g17430.2	1.74328
OG0000853	Cs	Cs2g17430.3	0.646042
OG0000853	Cs	Cs2g17430.4	1.81405
OG0000853	Cs	Cs2g17430.5	13.6964
OG0000853	Cr	MSYJ135570.1	11.1968
OG0000853	Cr	MSYJ135570.2	11.1968
OG0000853	Cr	MSYJ135570.3	11.1968
OG0000854	Cs	Cs9g13170.2	0
OG0000854	Cs	Cs9g13170.3	9.07354
OG0000854	Cs	Cs9g13170.4	3.47715
OG0000854	Cs	Cs9g13170.5	2.95242
OG0000854	Cs	Cs9g13270.1	8.54855
OG0000854	Cr	MSYJ164000.1	2.16314
OG0000854	Cr	MSYJ168920.1	0.28504
OG0000854	Cr	MSYJ168940.2	16.4557
OG0000855	Cs	Cs2g05340.1	1.32235
OG0000855	Cs	Cs2g05340.2	60.1813
OG0000855	Cs	Cs2g05340.3	1.23796
OG0000855	Cs	Cs2g05340.4	18.5361
OG0000855	Cr	MSYJ185620.2	24.7273
OG0000855	Cs	orange1.1t04887.1	2.42687
OG0000855	Cs	orange1.1t04887.2	129.501
OG0000855	Cs	orange1.1t04887.3	4.08803
OG0000856	Cs	Cs3g23300.3	1.02672
OG0000856	Cr	MSYJ258080.1	0.894192
OG0000856	Cr	MSYJ258080.2	0.894192
OG0000856	Cr	MSYJ258080.3	0.894192
OG0000856	Cr	MSYJ258080.5	0.894192
OG0000856	Cr	MSYJ258080.6	0.894192
OG0000856	Cr	MSYJ258080.7	0
OG0000856	Cr	MSYJ258080.8	0
OG0000857	Cs	Cs3g23480.1	119.245
OG0000857	Cs	Cs3g23480.2	7.00555
OG0000857	Cs	Cs3g23480.3	19.4358
OG0000857	Cs	Cs3g23480.4	2.10921
OG0000857	Cr	MSYJ257880.1	20.6265
OG0000857	Cr	MSYJ257880.2	20.6265
OG0000857	Cr	MSYJ257880.3	20.6265
OG0000857	Cr	MSYJ257880.4	20.6265
OG0000858	Cs	Cs3g19660.1	8.14182
