Orthogroup	Cr	Cr.expr	Cs	Cs.expr
OG0009024	MSYJ264460.1	48.6954	Cs7g11140.1	49.2843
OG0009025	MSYJ241700.1	6.60159	orange1.1t02743.1	2.33293
OG0009027	MSYJ032310.1	0	Cs6g13130.1	1.10324
OG0009028	MSYJ123560.1	0.178808	Cs4g07320.2	0.24737
OG0009029	MSYJ008830.1	1.38657	Cs5g25410.1	0.928735
OG0009030	MSYJ116330.1	0.213687	Cs9g13770.1	0
OG0009031	MSYJ119600.1	39.5843	Cs6g21810.1	28.4396
OG0009032	MSYJ203210.1	19.8282	Cs8g21030.1	11.1173
OG0009033	MSYJ000100.1	0.283224	Cs7g20610.1	0
OG0009037	MSYJ161900.1	30.4723	Cs7g02490.1	1.81225
OG0009039	MSYJ129830.1	3.89238	Cs5g28810.1	1.44083
OG0009040	MSYJ038150.1	30.8915	Cs6g19190.1	35.601
OG0009041	MSYJ283960.1	24.1585	Cs1g07210.1	19.118
OG0009042	MSYJ251390.1	21.895	Cs5g27760.1	18.4178
OG0009043	MSYJ204320.1	49.1955	Cs8g19920.1	20.1662
OG0009045	MSYJ261980.1	0.024232	Cs7g08700.1	0
OG0009046	MSYJ213340.1	139.451	Cs7g32200.1	37.9226
OG0009048	MSYJ172510.1	0.526996	Cs5g24190.1	0
OG0009050	MSYJ258120.1	0.698009	Cs3g23270.1	2.40317
OG0009051	MSYJ231880.1	9.61476	Cs5g04910.1	1.35163
OG0009053	MSYJ044540.1	16.4658	Cs9g06420.1	56.5278
OG0009054	MSYJ183960.1	1.22519	Cs2g07180.1	1.07934
OG0009056	MSYJ265040.1	3.43284	Cs7g12010.1	9.50488
OG0009057	MSYJ231550.1	0	Cs5g05280.1	0
OG0009058	MSYJ123860.1	25.3692	Cs4g07640.1	29.4475
OG0009059	MSYJ233460.1	2.63554	Cs5g03230.1	1.72641
OG0009060	MSYJ145800.1	0	Cs7g29130.1	0.0666565
OG0009061	MSYJ256140.1	9.0119	Cs3g25260.1	7.62262
OG0009063	MSYJ192880.1	52.414	Cs2g30660.1	73.8372
OG0009064	MSYJ220030.1	49.5354	Cs5g29870.1	14.9453
OG0009065	MSYJ206320.1	11.9318	Cs8g17910.1	17.2692
OG0009067	MSYJ278960.1	25.5318	Cs1g25990.1	19.3738
OG0009069	MSYJ003790.1	8.36587	Cs8g08700.1	29.4183
OG0009070	MSYJ154660.1	0	Cs6g05500.1	0
OG0009071	MSYJ258240.1	143.533	Cs3g23150.1	180.78
OG0009072	MSYJ078750.1	31.7305	Cs5g34950.1	1.93376
OG0009073	MSYJ250520.1	0	Cs3g22090.1	9.79638
OG0009075	MSYJ070600.1	0.483188	Cs9g03330.1	0.0576363
OG0009077	MSYJ202030.1	27.5401	Cs5g24050.1	32.1374
OG0009078	MSYJ277190.1	51.461	Cs1g24190.1	38.4266
OG0009079	MSYJ094440.1	556.997	Cs6g12480.1	366.922
OG0009080	MSYJ210320.1	0	Cs9g16420.1	0
OG0009082	MSYJ246770.1	9.96741	Cs5g34010.1	5.58269
OG0009083	MSYJ080130.1	28.0202	Cs5g32620.1	32.8066
OG0009084	MSYJ234210.1	101.746	Cs5g02430.1	13.672
OG0009085	MSYJ035130.1	3.07821	Cs6g16130.1	0.859882
OG0009086	MSYJ104110.1	73.2	Cs4g17200.1	46.114
OG0009087	MSYJ073910.1	70.0206	Cs4g01020.1	15.7113
OG0009089	MSYJ239600.1	0	Cs9g10620.1	0
OG0009090	MSYJ027020.1	0.385152	Cs2g21920.1	0.308384
OG0009091	MSYJ245690.1	42.657	Cs8g04920.1	58.5577
OG0009092	MSYJ092850.1	99.3765	Cs5g06840.1	50.9075
OG0009094	MSYJ233490.1	0	Cs5g03200.1	0
OG0009095	MSYJ141910.1	29.6282	Cs9g01660.1	47.249
OG0009096	MSYJ270230.1	15.6471	Cs5g01170.1	0
OG0009097	MSYJ263600.1	9.86038	Cs7g10300.1	10.6403
OG0009098	MSYJ141320.1	88.1217	Cs9g02200.2	68.1709
OG0009099	MSYJ044550.1	21.4945	Cs9g06410.1	36.5205
OG0009100	MSYJ214670.1	0.0902394	Cs5g18970.1	0
OG0009101	MSYJ248070.1	34.5657	Cs9g17950.1	52.6799
OG0009102	MSYJ190700.1	0	Cs4g03240.1	0
OG0009103	MSYJ162380.1	616.003	Cs7g01980.1	385.673
OG0009104	MSYJ103320.1	17.0553	Cs8g01350.1	3.43976
OG0009106	MSYJ144940.1	9.56177	Cs7g30100.1	4.26375
OG0009107	MSYJ076420.1	63.0426	Cs6g09320.1	5.42609
OG0009108	MSYJ093970.1	0.551304	Cs5g05740.1	0.423184
OG0009109	MSYJ190680.1	0	Cs4g03260.1	0
OG0009112	MSYJ018250.1	5.68908	Cs6g07030.1	0.954647
OG0009113	MSYJ047560.1	25.4284	Cs1g20900.1	73.1131
OG0009114	MSYJ159320.1	15.3767	Cs3g07140.1	22.9745
OG0009115	MSYJ016440.1	0.911501	Cs5g07510.1	1.84151
OG0009116	MSYJ172690.1	0	Cs5g23270.1	0
OG0009117	MSYJ071140.1	0	Cs7g07500.1	0
OG0009119	MSYJ253790.1	1.36186	Cs3g27660.1	0.760267
OG0009124	MSYJ282750.1	0.161381	Cs5g13550.1	0.114743
OG0009128	MSYJ161180.1	2.26643	Cs7g03210.1	2.48989
OG0009129	MSYJ180580.1	0	orange1.1t01591.1	0
OG0009130	MSYJ042120.1	13.7925	Cs1g15050.1	23.5912
OG0009131	MSYJ010990.1	22.5431	orange1.1t02814.1	11.0937
OG0009132	MSYJ139370.1	59.2694	Cs9g04820.1	0
OG0009133	MSYJ156290.1	0	Cs4g16170.1	0
OG0009134	MSYJ122520.1	13.033	Cs4g06250.1	19.5504
OG0009135	MSYJ260530.1	30.1953	Cs2g14540.1	51.1344
OG0009136	MSYJ055060.1	0.950587	Cs3g20630.1	1.57113
OG0009139	MSYJ025820.1	2.75113	orange1.1t01393.1	0.744753
OG0009140	MSYJ087220.1	4.88833	Cs4g08500.1	38.742
OG0009142	MSYJ140690.1	0	Cs9g02820.1	0
OG0009143	MSYJ278140.1	2.83828	Cs1g25160.1	0.0802011
OG0009145	MSYJ108420.1	0.852838	orange1.1t00186.1	0.195653
OG0009146	MSYJ178640.1	22.5552	Cs7g26820.1	64.3139
OG0009147	MSYJ055540.1	4.50382	Cs2g23020.1	2.8476
OG0009150	MSYJ015870.1	154.513	orange1.1t01459.1	165.084
OG0009151	MSYJ134530.1	0.121565	Cs2g13600.1	0
OG0009152	MSYJ166970.1	5.69585	Cs9g05950.1	4.9425
OG0009153	MSYJ164240.1	0	Cs9g06190.1	0.355433
OG0009154	MSYJ278360.1	0	Cs1g25350.1	0
OG0009158	MSYJ251000.1	18.6517	Cs5g34770.1	40.9072
OG0009160	MSYJ244750.1	81.6245	Cs8g03970.1	38.8515
OG0009161	MSYJ166480.1	0	Cs9g06490.1	0
OG0009163	MSYJ183910.1	38.9409	Cs2g07220.1	16.7426
OG0009165	MSYJ049640.1	0.0257036	Cs7g32080.1	0.299345
OG0009166	MSYJ141400.1	22.4777	Cs9g02120.1	10.1369
OG0009167	MSYJ233170.1	4.43558	Cs5g03530.1	0.293011
OG0009169	MSYJ013840.1	0.392904	Cs1g15710.1	0.636878
OG0009170	MSYJ170740.1	16.3122	Cs7g25000.1	40.2616
OG0009171	MSYJ267090.1	0.350002	orange1.1t02076.1	0.611188
OG0009172	MSYJ133700.1	1.33636	Cs2g12630.1	1.45735
OG0009173	MSYJ285350.1	0	Cs5g17090.1	0
OG0009174	MSYJ191990.1	1.67411	Cs2g29650.1	0
OG0009175	MSYJ283820.1	12.853	Cs1g07090.1	15.6781
OG0009176	MSYJ125290.1	0	orange1.1t04498.1	0
OG0009177	MSYJ192900.1	0	Cs2g30640.1	0
OG0009179	MSYJ177890.1	6.0708	orange1.1t03766.1	0.379759
OG0009180	MSYJ214070.1	0.334901	Cs8g11160.1	0
OG0009181	MSYJ093150.1	20.6494	Cs5g06560.1	31.7802
OG0009182	MSYJ073970.1	4.51337	Cs4g01125.1	5.40829
OG0009184	MSYJ218980.1	51.3636	Cs5g30960.1	126.695
OG0009185	MSYJ257090.1	28.8886	Cs3g24290.1	17.0168
OG0009186	MSYJ026550.1	0.169307	orange1.1t04227.1	0
OG0009187	MSYJ195740.1	21.3126	Cs4g17610.1	28.0644
OG0009189	MSYJ234420.1	104.565	Cs5g02210.1	290.348
OG0009190	MSYJ124340.1	1.05108	Cs7g07240.1	1.76025
OG0009191	MSYJ283510.1	26.581	Cs1g06680.1	11.2452
OG0009193	MSYJ047420.1	0.0835195	Cs1g21040.1	0.0213033
OG0009194	MSYJ174340.1	0	Cs8g07270.1	0
OG0009197	MSYJ191880.1	14.2156	Cs2g29530.1	25.3197
OG0009199	MSYJ132130.1	23.5248	Cs2g10960.1	69.2477
OG0009200	MSYJ266690.1	0	orange1.1t02028.1	0.0197409
OG0009201	MSYJ106900.1	0.749706	Cs5g09750.1	0.587944
OG0009202	MSYJ069110.1	10.316	Cs6g20160.1	2.34479
OG0009204	MSYJ283190.1	83.4534	Cs1g06320.1	82.6112
OG0009206	MSYJ208740.1	0	Cs7g12200.1	0
OG0009207	MSYJ107360.1	15.4972	Cs1g02670.1	15.5372
OG0009208	MSYJ161970.1	0.272624	Cs7g02420.1	0.0398952
OG0009210	MSYJ206630.1	2.04338	Cs8g17620.1	0.257236
OG0009211	MSYJ214990.1	48.6833	Cs5g18580.2	35.412
OG0009217	MSYJ109420.1	102.469	orange1.1t00284.1	50.1762
OG0009220	MSYJ082600.1	0.137485	Cs1g05770.1	6.17157
OG0009221	MSYJ078620.1	2.65791	orange1.1t03471.1	14.6076
OG0009222	MSYJ068630.1	21.6319	Cs3g13950.1	40.1042
OG0009223	MSYJ022740.1	35.6288	Cs9g09720.1	9.81511
OG0009226	MSYJ280110.1	38.8048	orange1.1t01814.1	1.60202
OG0009227	MSYJ008690.1	0.256676	Cs5g25630.1	0.0726047
OG0009228	MSYJ262340.1	2.5977	Cs7g09070.1	0.113946
OG0009230	MSYJ248250.1	5.61838	Cs4g12650.1	9.31596
OG0009232	MSYJ236780.1	0	Cs7g06770.1	0
OG0009233	MSYJ086950.1	9.3535	Cs4g08810.1	8.31723
OG0009234	MSYJ064330.1	4.54982	Cs3g18370.1	6.07318
OG0009235	MSYJ145140.1	225.342	Cs7g29850.2	557.05
OG0009236	MSYJ111230.1	15.3559	orange1.1t00477.1	14.0669
OG0009237	MSYJ156960.1	18.0969	Cs7g05620.1	4.92186
OG0009238	MSYJ115230.1	127.916	Cs5g33150.1	152.03
OG0009239	MSYJ061460.1	0	Cs2g13850.1	0
OG0009241	MSYJ148540.1	0.255137	Cs4g20180.1	0.606928
OG0009242	MSYJ157480.1	0.246645	Cs7g05010.1	0.0909922
OG0009244	MSYJ142090.1	16.0261	Cs9g01480.1	12.006
OG0009246	MSYJ072290.1	43.0156	Cs5g16280.1	17.2212
OG0009247	MSYJ209630.1	16.0371	Cs7g13120.1	8.57836
OG0009249	MSYJ187160.1	0	Cs2g03740.1	0
OG0009250	MSYJ150820.1	2.05662	Cs7g20830.1	0.572584
OG0009251	MSYJ059380.1	0.0644964	Cs2g27740.1	0.182259
OG0009252	MSYJ260900.1	58.7126	Cs2g14930.1	30.5888
OG0009253	MSYJ268570.1	200.463	Cs5g01800.1	172.626
OG0009254	MSYJ263030.1	17.8856	Cs7g09770.2	47.4441
OG0009257	MSYJ104560.1	96.6229	orange1.1t03204.2	102.551
OG0009259	MSYJ147770.1	0.516353	Cs4g19390.1	0.310474
OG0009260	MSYJ024790.1	0.410345	orange1.1t03023.1	0.116027
OG0009261	MSYJ163340.1	0.233835	Cs2g01270.1	0.203421
OG0009263	MSYJ010940.1	17.205	orange1.1t02819.1	18.1662
OG0009264	MSYJ204990.1	2.24915	Cs8g19270.1	2.18694
OG0009268	MSYJ136810.1	1.05069	orange1.1t03325.1	1.53228
OG0009269	MSYJ252350.1	14.7677	Cs5g26720.1	7.22248
OG0009275	MSYJ017120.1	20.689	Cs6g08270.1	28.2395
OG0009276	MSYJ210690.1	0	Cs9g16850.1	0.036806
OG0009277	MSYJ181150.1	1.19789	Cs3g02660.1	1.1971
OG0009279	MSYJ248310.1	29.8472	Cs4g12720.1	23.4956
OG0009280	MSYJ254620.1	24.181	Cs3g26870.1	19.2633
OG0009281	MSYJ107790.1	9.62909	Cs1g03090.1	18.6571
OG0009282	MSYJ225780.1	29.52	Cs5g24810.1	45.8263
OG0009283	MSYJ244910.1	0	Cs8g04110.1	0
OG0009284	MSYJ121140.1	171.169	Cs4g04780.1	62.6033
OG0009285	MSYJ264110.1	905.083	Cs7g10800.1	1004.94
OG0009286	MSYJ238700.1	26.4682	Cs9g08170.1	17.9125
OG0009289	MSYJ127350.1	2.17445	orange1.1t01313.1	1.42686
OG0009291	MSYJ031340.1	6.35723	orange1.1t02262.1	2.07314
OG0009292	MSYJ061070.1	0.780239	orange1.1t00962.1	0
OG0009293	MSYJ127430.1	2.39147	Cs4g14780.1	2.0198
OG0009294	MSYJ186320.1	0.1432	Cs2g04670.1	0.0140979
OG0009295	MSYJ254500.1	0.0393777	Cs3g26990.1	0
OG0009296	MSYJ015040.1	81.7672	Cs3g08660.1	169.015
OG0009297	MSYJ071590.1	0.482957	Cs7g07010.1	0
OG0009299	MSYJ148730.1	36.6449	Cs4g20390.1	14.9162
OG0009304	MSYJ002500.1	4.28018	Cs8g10220.1	7.72409
OG0009307	MSYJ161160.1	0	Cs7g03230.1	0
OG0009308	MSYJ113300.1	16.8909	orange1.1t01717.1	10.1472
OG0009309	MSYJ257510.1	1.23942	Cs3g23860.1	0
OG0009310	MSYJ186520.1	5.81935	Cs2g04460.1	0.733539
OG0009311	MSYJ259080.1	1.84037	Cs3g22290.1	1.28514
OG0009312	MSYJ189980.1	1.72866	Cs4g03990.1	6.766
OG0009313	MSYJ247210.1	0.186624	Cs8g08830.1	0
OG0009315	MSYJ106200.1	1074.6	Cs5g09070.1	53.1299
OG0009316	MSYJ165550.1	32.0917	Cs9g07420.1	64.038
OG0009317	MSYJ150420.1	31.387	orange1.1t01588.1	68.6896
OG0009320	MSYJ288210.1	0.828388	Cs3g03370.1	0.180021
OG0009321	MSYJ182360.1	2.16448	Cs1g22720.1	0.31249
OG0009322	MSYJ270410.1	23.8761	orange1.1t02696.1	1.26687
OG0009323	MSYJ059060.1	4.91786	Cs2g28140.1	0.654467
OG0009324	MSYJ104920.1	0	Cs2g22310.1	0
OG0009325	MSYJ269290.1	0	Cs2g27480.1	0
OG0009326	MSYJ141930.1	6.46582	Cs9g01640.1	12.603
OG0009327	MSYJ120800.1	133.674	Cs4g04360.1	69.4039
OG0009329	MSYJ284630.1	5.964	Cs1g07960.1	3.03312
OG0009330	MSYJ089700.1	1.87181	Cs7g17100.1	0.0577212
OG0009331	MSYJ049000.1	3.17097	Cs1g19480.1	2.6015
OG0009332	MSYJ087050.1	1.21981	Cs4g08720.1	0.259615
OG0009333	MSYJ092110.1	0.241139	Cs5g07750.1	0.13152
OG0009335	MSYJ265770.1	4.25965	orange1.1t03162.1	7.24137
OG0009337	MSYJ033840.1	29.8955	Cs6g14640.1	45.4656
OG0009338	MSYJ176420.1	34.882	Cs5g11340.3	35.6163
OG0009339	MSYJ018010.1	2.84294	Cs6g07300.1	0.550826
OG0009341	MSYJ195650.1	0.320962	Cs4g17540.1	0.982543
OG0009344	MSYJ158800.1	0.528265	Cs7g24060.1	0.847241
OG0009345	MSYJ232590.1	1.68144	Cs5g04110.1	2.84554
OG0009348	MSYJ069560.1	1.9441	Cs6g20650.1	0.453098
OG0009349	MSYJ050600.1	7.10493	Cs7g31120.1	8.49938
OG0009351	MSYJ029010.1	58.1573	Cs2g19790.1	56.2544
OG0009352	MSYJ060690.1	53.9781	orange1.1t02891.1	94.1396
OG0009353	MSYJ127320.1	1.92472	Cs1g08260.1	9.18197
OG0009355	MSYJ148310.1	24.7396	Cs4g19950.1	23.304
OG0009356	MSYJ269110.1	197.785	Cs3g03240.1	62.1995
OG0009357	MSYJ116830.1	6.23289	orange1.1t02554.1	1.31116
OG0009358	MSYJ046280.3	33.1842	Cs1g22190.1	71.1084
OG0009360	MSYJ273950.1	2.40494	Cs2g07120.1	0.831154
OG0009361	MSYJ260630.1	9.85401	Cs2g14670.1	2.03711
OG0009362	MSYJ081690.1	2.35724	Cs1g04820.1	2.36522
OG0009364	MSYJ160570.1	45.4393	Cs7g03790.1	37.3248
OG0009365	MSYJ140680.1	0	Cs9g03570.1	0
OG0009366	MSYJ177430.1	0.106021	Cs7g25770.1	0.127578
OG0009368	MSYJ172120.1	4.77827	Cs7g27080.1	1.06435
OG0009372	MSYJ217540.1	3.65174	orange1.1t05766.1	0
OG0009373	MSYJ050230.1	0	Cs7g31470.1	0
OG0009374	MSYJ051080.1	86.1867	Cs7g30660.1	132.842
OG0009375	MSYJ107910.1	39.3678	Cs1g03210.1	29.9374
OG0009377	MSYJ173370.1	7.04139	orange1.1t04931.1	8.49791
OG0009378	MSYJ273220.1	135.044	orange1.1t01638.1	139.955
OG0009380	MSYJ093570.1	25.9282	Cs5g06090.1	8.03553
OG0009381	MSYJ191720.1	30.3365	Cs2g29380.1	49.041
OG0009382	MSYJ172920.1	55.32	Cs5g23000.1	16.1518
OG0009383	MSYJ085990.1	44.7066	Cs4g09930.1	25.6031
OG0009384	MSYJ286460.1	5.5209	Cs5g19660.1	3.72539
OG0009385	MSYJ182890.1	30.2755	Cs2g08280.1	9.59334
OG0009386	MSYJ281220.1	8.28029	Cs7g19540.1	4.43498
OG0009387	MSYJ264730.1	0.863494	Cs7g11480.1	0.305682
OG0009389	MSYJ255040.1	0.103988	Cs3g26460.1	0
OG0009390	MSYJ104820.1	18.8836	orange1.1t03294.1	57.3013
OG0009391	MSYJ066570.1	126.487	Cs3g15910.1	297.922
OG0009392	MSYJ024430.1	20.4156	orange1.1t01087.1	25.4761
OG0009393	MSYJ253240.1	0	orange1.1t05547.1	0
OG0009395	MSYJ223950.1	1.01934	Cs7g28690.1	0.0809575
OG0009396	MSYJ119840.1	11.5628	Cs6g21530.1	5.90296
OG0009399	MSYJ178280.1	19.9431	Cs7g26400.1	77.2859
OG0009400	MSYJ115050.1	50.2703	Cs7g14490.1	105.879
OG0009401	MSYJ138390.1	15.0366	Cs1g13170.1	24.0929
OG0009404	MSYJ162100.1	7.52752	Cs7g02310.1	15.1416
OG0009405	MSYJ019840.1	0	Cs8g16550.1	0
OG0009408	MSYJ043770.1	38.319	Cs2g24410.1	8.72223
OG0009411	MSYJ047460.1	1.0838	Cs1g21000.1	0.72502
OG0009414	MSYJ063710.1	74.3739	Cs3g18990.1	131.081
OG0009415	MSYJ017920.1	14.2849	Cs6g07350.1	7.2864
OG0009416	MSYJ086330.1	42.7297	Cs4g09560.1	26.5514
OG0009417	MSYJ246060.1	3.43861	Cs8g05320.1	4.51453
OG0009418	MSYJ042250.1	174.604	Cs1g15190.1	81.8426
OG0009422	MSYJ085250.1	121.644	Cs3g20310.2	93.6591
OG0009424	MSYJ189400.1	19.9548	Cs2g01370.1	63.7374
OG0009425	MSYJ020470.1	12.6545	Cs8g17210.1	9.64773
OG0009426	MSYJ015330.1	0	Cs3g08410.1	0
OG0009427	MSYJ126440.1	6.93725	Cs1g10250.1	0.0954649
OG0009428	MSYJ281090.1	28.4549	Cs7g19670.1	17.7182
OG0009429	MSYJ232500.1	17.2338	Cs5g04200.1	39.5425
OG0009430	MSYJ255440.1	0	Cs3g26030.1	0
OG0009431	MSYJ206890.1	0.0494512	Cs9g14440.1	0
OG0009432	MSYJ001320.1	0.619779	Cs7g22940.2	0.037543
OG0009433	MSYJ092040.1	76.5275	Cs5g07840.1	115.165
OG0009434	MSYJ186500.1	0.181318	Cs2g04480.1	0
OG0009435	MSYJ264010.1	0.852076	Cs7g10680.1	0.86255
OG0009436	MSYJ050850.1	16.4208	Cs7g30870.1	28.1189
OG0009437	MSYJ103160.1	7.28625	Cs8g01170.1	5.27408
OG0009438	MSYJ071430.1	0.0990145	Cs7g07190.1	0.0784217
OG0009440	MSYJ245620.1	0	Cs8g04840.1	0.280008
OG0009442	MSYJ279280.1	0	Cs1g26300.1	0
OG0009443	MSYJ177900.1	0	orange1.1t03765.1	0.248963
OG0009444	MSYJ157070.1	52.1465	Cs7g05470.1	44.5057
OG0009447	MSYJ279430.1	0	Cs1g26440.1	0.464182
OG0009451	MSYJ064010.1	0	Cs3g18690.1	10.7191
OG0009452	MSYJ103810.1	0	Cs4g14370.1	0
OG0009458	MSYJ281400.1	6.22375	Cs7g19420.1	67.3446
OG0009459	MSYJ287050.1	206.112	orange1.1t00743.1	254.305
OG0009460	MSYJ130960.1	96.1167	Cs2g09820.1	15.9878
OG0009462	MSYJ253930.1	119.043	Cs3g27530.3	135.311
OG0009465	MSYJ023270.1	23.7552	Cs6g09850.1	37.4266
OG0009466	MSYJ236500.1	0	Cs1g01810.1	0
OG0009467	MSYJ254880.1	59.8187	Cs3g26630.1	81.8156
OG0009470	MSYJ217960.1	32.8643	Cs5g32150.1	4.09511
OG0009471	MSYJ103640.1	30.0712	Cs8g01710.1	28.8742
OG0009474	MSYJ042010.1	0.291025	Cs1g14920.1	0.714524
OG0009477	MSYJ136000.1	28.144	Cs2g17860.1	20.2311
OG0009480	MSYJ165720.1	0	Cs9g07270.1	0
OG0009483	MSYJ161610.1	0	Cs7g02780.1	0
OG0009485	MSYJ186290.1	16.7618	Cs2g04700.1	13.661
OG0009486	MSYJ006750.1	0	orange1.1t04293.1	0
OG0009490	MSYJ208730.1	0.934407	Cs7g12190.1	0.23152
OG0009493	MSYJ027010.1	0.471458	Cs2g21930.1	2.55189
OG0009494	MSYJ187300.1	76.0391	Cs2g03620.1	79.3318
OG0009495	MSYJ212680.2	16.1142	Cs3g13110.2	81.0384
OG0009496	MSYJ081560.1	0	Cs1g04670.1	0
OG0009497	MSYJ235340.1	0.541072	Cs2g14430.1	0.862795
OG0009498	MSYJ242240.1	0	Cs5g15640.1	0.0760791
OG0009499	MSYJ147430.1	16.2372	Cs4g19060.1	8.70773
OG0009500	MSYJ062900.1	0	Cs4g10190.1	0
OG0009502	MSYJ027810.1	133.294	Cs2g21180.1	169.956
OG0009503	MSYJ108640.1	17.4959	orange1.1t00206.2	18.704
OG0009504	MSYJ030580.1	43.1328	Cs6g11020.1	170.257
OG0009505	MSYJ002320.1	173.824	orange1.1t01334.2	207.856
OG0009506	MSYJ183260.1	25.088	Cs2g07910.1	11.5044
OG0009507	MSYJ100000.1	7.44191	Cs1g08930.1	3.29857
OG0009508	MSYJ233640.1	20.0747	Cs5g02980.1	39.5663
OG0009509	MSYJ143550.1	50.561	Cs8g02830.1	41.3011
OG0009511	MSYJ263480.1	1.26741	Cs7g10210.1	0.439063
OG0009512	MSYJ156830.1	0.766015	Cs7g05750.1	0.533164
OG0009513	MSYJ201480.1	18.3318	Cs2g22360.1	11.7443
OG0009514	MSYJ116720.1	586.492	orange1.1t02565.1	1229.65
OG0009515	MSYJ007450.1	0	orange1.1t00724.1	0
OG0009517	MSYJ179510.1	0.700452	Cs9g14720.1	0.622919
OG0009519	MSYJ070770.1	30.1589	Cs9g03510.1	34.3078
OG0009521	MSYJ079230.1	28.1179	Cs4g15560.1	3.00572
OG0009523	MSYJ162050.1	0	Cs7g02260.1	0
OG0009524	MSYJ174910.1	16.3517	Cs8g06530.1	21.2556
OG0009525	MSYJ103060.1	49.8836	Cs8g01070.1	30.5443
OG0009526	MSYJ262980.1	2.28333	Cs7g09720.1	7.04045
OG0009527	MSYJ147360.1	55.3522	Cs4g18970.1	13.791
OG0009529	MSYJ143120.1	6.94245	Cs8g02390.1	4.72657
OG0009530	MSYJ187720.1	2.08075	Cs2g03180.1	1.41474
OG0009532	MSYJ160900.1	0	Cs7g03470.1	0
OG0009533	MSYJ170410.1	0	Cs7g24670.1	0
OG0009535	MSYJ070490.1	300.001	Cs9g03190.1	174.262
OG0009537	MSYJ172820.1	24.6796	Cs5g23110.1	17.553
OG0009540	MSYJ046780.1	13.558	Cs1g21660.1	11.6405
OG0009541	MSYJ238350.1	0	orange1.1t03983.1	0
OG0009543	MSYJ217840.1	4520.51	Cs5g32270.1	2668.71
OG0009544	MSYJ154170.1	0.303211	orange1.1t00815.1	0.389091
OG0009545	MSYJ273800.1	0	Cs3g06630.1	0
OG0009546	MSYJ131970.1	9.47036	Cs2g10800.1	7.23352
OG0009547	MSYJ176300.1	2.90472	orange1.1t04717.1	4.6437
OG0009548	MSYJ036660.1	0.523519	Cs6g17670.1	0
OG0009549	MSYJ062320.1	42.3966	Cs3g03430.1	41.9618
OG0009550	MSYJ084600.1	0.674286	Cs5g27990.1	0.284298
OG0009551	MSYJ176220.1	53.4657	orange1.1t04709.1	19.3767
OG0009552	MSYJ085390.1	10.6306	Cs3g20170.1	17.9197
OG0009554	MSYJ191800.1	20.1813	Cs2g29470.1	49.7362
OG0009556	MSYJ071080.1	0	Cs7g07570.1	0
OG0009557	MSYJ095260.1	0.0537757	Cs8g15130.1	0
OG0009558	MSYJ148600.1	13.3946	Cs4g20250.1	8.85058
OG0009559	MSYJ138340.1	13.0247	Cs1g13130.1	0.669623
OG0009560	MSYJ145320.1	79.0999	Cs7g29670.1	101.952
OG0009561	MSYJ196320.1	0.303897	Cs4g18250.1	0.156008
OG0009562	MSYJ129190.1	9.45853	Cs8g07010.1	15.3202
OG0009563	MSYJ258380.1	69.1805	Cs3g23020.1	81.3075
OG0009564	MSYJ066270.1	36.9287	Cs3g16270.1	22.796
OG0009565	MSYJ073490.1	0.70714	Cs5g16450.1	0.41639
OG0009566	MSYJ018780.1	81.4127	Cs8g15460.1	0
OG0009567	MSYJ236270.1	1.40885	Cs1g01260.1	1.74093
OG0009568	MSYJ139150.1	15.8608	Cs1g14020.1	18.3912
OG0009570	MSYJ177550.1	0	Cs7g25900.1	0.218282
OG0009571	MSYJ053860.1	607.854	orange1.1t01197.3	751.775
OG0009572	MSYJ106150.1	31.4699	Cs5g09030.1	8.61478
OG0009573	MSYJ002250.1	0.676129	Cs1g10540.1	0.0374776
OG0009574	MSYJ257450.1	35.925	Cs3g23920.1	49.9302
OG0009575	MSYJ024450.1	24.3577	orange1.1t01089.1	75.1754
OG0009577	MSYJ278480.1	0	Cs1g25490.1	0
OG0009578	MSYJ074330.1	72.885	Cs4g01450.1	14.839
OG0009579	MSYJ252110.1	5.31892	Cs5g26940.1	1.60774
OG0009581	MSYJ032030.1	0	orange1.1t02193.1	12.5665
OG0009582	MSYJ134070.1	94.0919	Cs2g12990.2	246.242
OG0009583	MSYJ059640.1	10.8723	Cs2g27470.1	6.55856
OG0009584	MSYJ210650.1	132.981	Cs9g16810.1	73.6547
OG0009586	MSYJ281980.1	0.0282227	Cs7g18580.1	0.209588
OG0009587	MSYJ105120.1	291.765	Cs1g09310.1	15.147
OG0009588	MSYJ177370.1	0	Cs5g12340.1	0
OG0009589	MSYJ018960.1	22.8006	Cs8g15670.1	6.9572
OG0009590	MSYJ052680.1	41.4406	Cs4g16350.1	108.215
OG0009593	MSYJ246240.1	0.625147	Cs8g05520.1	2.26953
OG0009596	MSYJ017680.1	50.1591	Cs6g07620.1	11.4726
OG0009598	MSYJ196120.1	5.59456	Cs4g18050.1	0.178178
OG0009599	MSYJ245440.1	11.4983	Cs8g04660.1	5.63364
OG0009600	MSYJ023310.1	8.04069	Cs6g09800.1	1.51553
OG0009602	MSYJ066020.1	0.742412	Cs3g16550.1	6.86578
OG0009603	MSYJ036200.1	2.22136	Cs6g17210.1	0.241928
OG0009605	MSYJ251750.1	72.1862	Cs5g27350.1	6.68651
OG0009607	MSYJ216620.1	0	Cs9g14830.1	0
OG0009608	MSYJ196660.1	12.1478	Cs8g13600.1	6.26236
